94,select fieldid from field where medianpsfcolor_z between .# and .# and q_u between # and #
2019-02-26 10:49:00,2
2019-02-26 11:20:00,1
2019-02-26 11:40:00,5
2019-02-26 11:41:00,9
2019-02-26 11:44:00,1
2019-02-26 11:50:00,2
2019-02-26 11:51:00,5
2019-02-26 12:56:00,14
2019-02-26 13:35:00,3
2019-02-26 13:36:00,17
2019-02-26 13:37:00,32
2019-02-26 13:38:00,3
