26,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-02-26 05:09:00,2
2019-02-26 05:10:00,3
2019-02-26 05:11:00,2
2019-02-26 05:48:00,1
2019-02-26 05:51:00,1
2019-02-26 08:49:00,1
2019-02-26 10:21:00,1
2019-02-26 12:16:00,1
2019-02-26 12:17:00,2
2019-02-26 12:18:00,1
2019-02-26 13:29:00,1
2019-02-26 13:30:00,2
2019-02-26 13:31:00,1
2019-02-26 13:34:00,1
2019-02-26 13:36:00,1
2019-02-26 13:44:00,2
2019-02-26 13:45:00,1
2019-02-26 13:47:00,2
