33,"SELECT up_id, dbo.fGetNearestSpecObjIdEq(up_ra,up_dec,#) as SpecobjId   FROM #upload WHERE dbo.fGetNearestSpecObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-02-26 20:07:00,1
2019-02-26 20:08:00,1
2019-02-26 22:06:00,3
2019-02-26 22:09:00,1
2019-02-26 22:10:00,1
2019-02-26 22:12:00,1
2019-02-26 22:13:00,1
2019-02-26 22:14:00,1
2019-02-26 22:19:00,1
2019-02-26 22:20:00,2
2019-02-26 22:21:00,1
2019-02-26 22:22:00,1
2019-02-26 22:23:00,3
2019-02-26 22:24:00,1
2019-02-26 22:26:00,4
2019-02-26 22:29:00,2
2019-02-26 22:30:00,1
2019-02-26 22:32:00,3
2019-02-26 22:33:00,3
2019-02-26 22:34:00,1
