26,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-07-14 01:33:00,1
2019-07-14 01:35:00,1
2019-07-14 01:38:00,1
2019-07-14 01:43:00,1
2019-07-14 01:52:00,1
2019-07-14 02:09:00,1
2019-07-14 07:51:00,1
2019-07-14 07:54:00,1
2019-07-14 07:59:00,1
2019-07-14 08:08:00,1
2019-07-14 08:16:00,1
2019-07-14 08:25:00,1
2019-07-14 08:26:00,1
2019-07-14 14:08:00,1
2019-07-14 14:10:00,1
2019-07-14 14:13:00,1
2019-07-14 17:37:00,1
2019-07-14 17:39:00,1
2019-07-14 17:42:00,1
2019-07-14 17:47:00,1
2019-07-14 17:56:00,1
2019-07-14 18:13:00,1
2019-07-14 21:39:00,1
2019-07-14 21:41:00,1
2019-07-14 21:44:00,1
2019-07-14 21:57:00,1
