11142,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-07-14 00:00:00,28
2019-07-14 00:01:00,14
2019-07-14 00:02:00,9
2019-07-14 00:05:00,3
2019-07-14 00:08:00,14
2019-07-14 00:09:00,8
2019-07-14 00:10:00,28
2019-07-14 00:11:00,14
2019-07-14 00:12:00,9
2019-07-14 00:15:00,3
2019-07-14 00:18:00,14
2019-07-14 00:19:00,7
2019-07-14 00:20:00,29
2019-07-14 00:21:00,14
2019-07-14 00:22:00,9
2019-07-14 00:25:00,3
2019-07-14 00:28:00,14
2019-07-14 00:29:00,7
2019-07-14 00:30:00,29
2019-07-14 00:31:00,14
2019-07-14 00:32:00,9
2019-07-14 00:35:00,3
2019-07-14 00:38:00,14
2019-07-14 00:39:00,7
2019-07-14 00:40:00,29
2019-07-14 00:41:00,14
2019-07-14 00:42:00,9
2019-07-14 00:45:00,3
2019-07-14 00:48:00,14
2019-07-14 00:49:00,7
2019-07-14 00:50:00,29
2019-07-14 00:51:00,14
2019-07-14 00:52:00,9
2019-07-14 00:55:00,3
2019-07-14 00:58:00,14
2019-07-14 00:59:00,7
2019-07-14 01:00:00,29
2019-07-14 01:01:00,14
2019-07-14 01:02:00,9
2019-07-14 01:05:00,3
2019-07-14 01:08:00,14
2019-07-14 01:09:00,7
2019-07-14 01:10:00,29
2019-07-14 01:11:00,14
2019-07-14 01:12:00,9
2019-07-14 01:15:00,3
2019-07-14 01:18:00,14
2019-07-14 01:19:00,7
2019-07-14 01:20:00,29
2019-07-14 01:21:00,14
2019-07-14 01:22:00,9
2019-07-14 01:25:00,3
2019-07-14 01:28:00,14
2019-07-14 01:29:00,7
2019-07-14 01:30:00,29
2019-07-14 01:31:00,14
2019-07-14 01:32:00,9
2019-07-14 01:34:00,1
2019-07-14 01:35:00,3
2019-07-14 01:38:00,14
2019-07-14 01:39:00,3
2019-07-14 01:40:00,34
2019-07-14 01:41:00,14
2019-07-14 01:42:00,9
2019-07-14 01:45:00,3
2019-07-14 01:48:00,14
2019-07-14 01:49:00,3
2019-07-14 01:50:00,33
2019-07-14 01:51:00,14
2019-07-14 01:52:00,9
2019-07-14 01:55:00,3
2019-07-14 01:57:00,1
2019-07-14 01:58:00,14
2019-07-14 01:59:00,4
2019-07-14 02:00:00,33
2019-07-14 02:01:00,14
2019-07-14 02:02:00,9
2019-07-14 02:05:00,3
2019-07-14 02:08:00,14
2019-07-14 02:09:00,3
2019-07-14 02:10:00,33
2019-07-14 02:11:00,14
2019-07-14 02:12:00,10
2019-07-14 02:13:00,1
2019-07-14 02:15:00,3
2019-07-14 02:18:00,14
2019-07-14 02:19:00,3
2019-07-14 02:20:00,33
2019-07-14 02:21:00,14
2019-07-14 02:22:00,9
2019-07-14 02:25:00,3
2019-07-14 02:28:00,14
2019-07-14 02:29:00,4
2019-07-14 02:30:00,33
2019-07-14 02:31:00,14
2019-07-14 02:32:00,9
2019-07-14 02:35:00,3
2019-07-14 02:38:00,14
2019-07-14 02:39:00,3
2019-07-14 02:40:00,33
2019-07-14 02:41:00,14
2019-07-14 02:42:00,9
2019-07-14 02:43:00,1
2019-07-14 02:45:00,3
2019-07-14 02:46:00,1
2019-07-14 02:48:00,14
2019-07-14 02:49:00,3
2019-07-14 02:50:00,33
2019-07-14 02:51:00,14
2019-07-14 02:52:00,9
2019-07-14 02:55:00,3
2019-07-14 02:58:00,13
2019-07-14 02:59:00,4
2019-07-14 03:00:00,33
2019-07-14 03:01:00,14
2019-07-14 03:02:00,9
2019-07-14 03:05:00,3
2019-07-14 03:08:00,13
2019-07-14 03:09:00,4
2019-07-14 03:10:00,33
2019-07-14 03:11:00,14
2019-07-14 03:12:00,9
2019-07-14 03:15:00,3
2019-07-14 03:18:00,13
2019-07-14 03:19:00,4
2019-07-14 03:20:00,35
2019-07-14 03:21:00,14
2019-07-14 03:22:00,9
2019-07-14 03:25:00,3
2019-07-14 03:28:00,13
2019-07-14 03:29:00,4
2019-07-14 03:30:00,33
2019-07-14 03:31:00,14
2019-07-14 03:32:00,9
2019-07-14 03:35:00,3
2019-07-14 03:38:00,14
2019-07-14 03:39:00,4
2019-07-14 03:40:00,33
2019-07-14 03:41:00,14
2019-07-14 03:42:00,9
2019-07-14 03:45:00,3
2019-07-14 03:48:00,13
2019-07-14 03:49:00,4
2019-07-14 03:50:00,33
2019-07-14 03:51:00,14
2019-07-14 03:52:00,9
2019-07-14 03:55:00,3
2019-07-14 03:58:00,12
2019-07-14 03:59:00,5
2019-07-14 04:00:00,33
2019-07-14 04:01:00,14
2019-07-14 04:02:00,9
2019-07-14 04:05:00,3
