3,"SELECT TOP # specObjID, plateid, mjd, fiberid, z FROM SpecObj WHERE class = &&& AND zWarning = #"
2019-06-28 09:53:00,1
2019-06-28 09:56:00,1
2019-06-28 09:57:00,1
