20,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g, p.r, p.i, p.z,    p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z    FROM fGetObjFromRect(#,#,#,#) n,   PhotoPrimary p    WHERE n.objID=p.objID"
2019-06-28 05:32:00,1
2019-06-28 06:35:00,1
2019-06-28 20:28:00,1
2019-06-28 21:03:00,1
2019-06-28 21:04:00,3
2019-06-28 21:16:00,3
2019-06-28 21:17:00,1
2019-06-28 21:19:00,1
2019-06-28 21:20:00,3
2019-06-28 21:36:00,4
2019-06-28 23:24:00,1
