19,"select p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid=s.bestobjid and (p.g BETWEEN # AND #) and s.z BETWEEN # AND #"
2019-06-28 00:09:00,1
2019-06-28 00:21:00,1
2019-06-28 00:33:00,1
2019-06-28 00:45:00,1
2019-06-28 01:43:00,1
2019-06-28 02:04:00,1
2019-06-28 02:16:00,1
2019-06-28 02:21:00,1
2019-06-28 02:22:00,1
2019-06-28 02:42:00,1
2019-06-28 02:51:00,1
2019-06-28 03:08:00,1
2019-06-28 03:17:00,1
2019-06-28 03:30:00,1
2019-06-28 03:31:00,1
2019-06-28 03:46:00,1
2019-06-28 04:11:00,1
2019-06-28 13:08:00,1
2019-06-28 13:56:00,1
