121,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-06-28 04:05:00,2
2019-06-28 04:30:00,1
2019-06-28 04:31:00,1
2019-06-28 04:32:00,1
2019-06-28 04:33:00,1
2019-06-28 04:34:00,1
2019-06-28 04:35:00,12
2019-06-28 04:36:00,1
2019-06-28 04:37:00,1
2019-06-28 04:38:00,1
2019-06-28 04:39:00,1
2019-06-28 04:40:00,1
2019-06-28 04:41:00,1
2019-06-28 04:42:00,1
2019-06-28 04:43:00,1
2019-06-28 04:44:00,1
2019-06-28 04:45:00,1
2019-06-28 07:01:00,1
2019-06-28 07:02:00,2
2019-06-28 07:03:00,1
2019-06-28 07:04:00,1
2019-06-28 07:05:00,2
2019-06-28 07:31:00,1
2019-06-28 07:32:00,1
2019-06-28 08:31:00,1
2019-06-28 08:32:00,1
2019-06-28 08:33:00,1
2019-06-28 08:34:00,2
2019-06-28 08:35:00,7
2019-06-28 08:36:00,1
2019-06-28 08:37:00,1
2019-06-28 08:38:00,1
2019-06-28 08:39:00,1
2019-06-28 08:40:00,1
2019-06-28 09:01:00,2
2019-06-28 09:31:00,2
2019-06-28 09:32:00,1
2019-06-28 09:33:00,1
2019-06-28 09:34:00,1
2019-06-28 09:35:00,2
2019-06-28 10:01:00,1
2019-06-28 10:02:00,1
2019-06-28 11:31:00,1
2019-06-28 11:32:00,1
2019-06-28 12:31:00,2
2019-06-28 12:32:00,1
2019-06-28 12:33:00,1
2019-06-28 12:34:00,1
2019-06-28 12:35:00,14
2019-06-28 12:36:00,1
2019-06-28 12:37:00,1
2019-06-28 12:38:00,1
2019-06-28 12:39:00,1
2019-06-28 12:40:00,1
2019-06-28 12:41:00,1
2019-06-28 12:42:00,1
2019-06-28 12:43:00,1
2019-06-28 12:44:00,1
2019-06-28 12:45:00,1
2019-06-28 12:46:00,1
2019-06-28 12:47:00,1
2019-06-28 13:30:00,1
2019-06-28 16:01:00,1
2019-06-28 16:02:00,1
2019-06-28 22:31:00,2
2019-06-28 22:32:00,1
2019-06-28 22:33:00,1
2019-06-28 22:34:00,1
2019-06-28 22:35:00,8
2019-06-28 22:36:00,1
2019-06-28 22:37:00,1
2019-06-28 22:38:00,1
2019-06-28 22:39:00,1
2019-06-28 22:40:00,1
2019-06-28 22:41:00,1
