6,"select s.objTypeName, p.objID, s.z as redshift, p.g, p.r, p.g-p.r as gMinusR from photoObj p, SpecObj s WHERE s.objType=# and p.specObjID=s.specObjID and p.ra BETWEEN # AND # AND p.dec BETWEEN # AND # order by s.z"
2019-06-28 02:58:00,1
2019-06-28 02:59:00,2
2019-06-28 03:00:00,1
2019-06-28 03:01:00,1
2019-06-28 12:35:00,1
