10989,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-06-28 00:00:00,7
2019-06-28 00:01:00,29
2019-06-28 00:04:00,10
2019-06-28 00:05:00,22
2019-06-28 00:06:00,3
2019-06-28 00:07:00,2
2019-06-28 00:08:00,3
2019-06-28 00:10:00,7
2019-06-28 00:11:00,29
2019-06-28 00:14:00,10
2019-06-28 00:15:00,22
2019-06-28 00:16:00,3
2019-06-28 00:17:00,2
2019-06-28 00:18:00,3
2019-06-28 00:20:00,7
2019-06-28 00:21:00,29
2019-06-28 00:24:00,10
2019-06-28 00:25:00,22
2019-06-28 00:26:00,3
2019-06-28 00:27:00,2
2019-06-28 00:28:00,3
2019-06-28 00:30:00,7
2019-06-28 00:31:00,29
2019-06-28 00:34:00,10
2019-06-28 00:35:00,22
2019-06-28 00:36:00,3
2019-06-28 00:37:00,2
2019-06-28 00:38:00,3
2019-06-28 00:40:00,7
2019-06-28 00:41:00,29
2019-06-28 00:44:00,10
2019-06-28 00:45:00,22
2019-06-28 00:46:00,3
2019-06-28 00:47:00,2
2019-06-28 00:48:00,3
2019-06-28 00:50:00,7
2019-06-28 00:51:00,29
2019-06-28 00:54:00,10
2019-06-28 00:55:00,20
2019-06-28 00:56:00,5
2019-06-28 00:57:00,2
2019-06-28 00:58:00,3
2019-06-28 01:00:00,7
2019-06-28 01:01:00,29
2019-06-28 01:04:00,10
2019-06-28 01:05:00,20
2019-06-28 01:06:00,5
2019-06-28 01:07:00,2
2019-06-28 01:08:00,3
2019-06-28 01:10:00,7
2019-06-28 01:11:00,29
2019-06-28 01:14:00,10
2019-06-28 01:15:00,20
2019-06-28 01:16:00,5
2019-06-28 01:17:00,2
2019-06-28 01:18:00,3
2019-06-28 01:20:00,7
2019-06-28 01:21:00,29
2019-06-28 01:24:00,10
2019-06-28 01:25:00,20
2019-06-28 01:26:00,5
2019-06-28 01:27:00,2
2019-06-28 01:28:00,3
2019-06-28 01:30:00,7
2019-06-28 01:31:00,29
2019-06-28 01:34:00,10
2019-06-28 01:35:00,20
2019-06-28 01:36:00,5
2019-06-28 01:37:00,2
2019-06-28 01:38:00,3
2019-06-28 01:40:00,7
2019-06-28 01:41:00,29
2019-06-28 01:44:00,10
2019-06-28 01:45:00,20
2019-06-28 01:46:00,5
2019-06-28 01:47:00,2
2019-06-28 01:48:00,3
2019-06-28 01:50:00,7
2019-06-28 01:51:00,29
2019-06-28 01:54:00,7
2019-06-28 01:55:00,23
2019-06-28 01:56:00,5
2019-06-28 01:57:00,2
2019-06-28 01:58:00,3
2019-06-28 02:00:00,7
2019-06-28 02:01:00,29
2019-06-28 02:04:00,7
2019-06-28 02:05:00,23
2019-06-28 02:06:00,5
2019-06-28 02:07:00,2
2019-06-28 02:08:00,3
2019-06-28 02:10:00,7
2019-06-28 02:11:00,29
2019-06-28 02:14:00,7
2019-06-28 02:15:00,23
2019-06-28 02:16:00,5
2019-06-28 02:17:00,2
2019-06-28 02:18:00,3
2019-06-28 02:20:00,7
2019-06-28 02:21:00,29
2019-06-28 02:24:00,7
2019-06-28 02:25:00,23
2019-06-28 02:26:00,5
2019-06-28 02:27:00,2
2019-06-28 02:28:00,3
2019-06-28 02:30:00,7
2019-06-28 02:31:00,29
2019-06-28 02:34:00,7
2019-06-28 02:35:00,23
