55,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-06-28 00:02:00,1
2019-06-28 00:19:00,1
2019-06-28 00:36:00,1
2019-06-28 00:53:00,1
2019-06-28 01:05:00,1
2019-06-28 01:06:00,1
2019-06-28 01:20:00,1
2019-06-28 01:24:00,1
2019-06-28 01:25:00,1
2019-06-28 02:28:00,1
2019-06-28 02:29:00,1
2019-06-28 02:46:00,1
2019-06-28 03:01:00,1
2019-06-28 03:20:00,1
2019-06-28 03:24:00,2
2019-06-28 03:44:00,1
2019-06-28 04:02:00,1
2019-06-28 04:21:00,1
2019-06-28 04:27:00,1
2019-06-28 04:44:00,1
2019-06-28 04:46:00,1
2019-06-28 04:56:00,1
2019-06-28 04:57:00,1
2019-06-28 05:15:00,1
2019-06-28 05:20:00,1
2019-06-28 05:21:00,1
2019-06-28 05:38:00,1
2019-06-28 05:55:00,1
2019-06-28 05:59:00,1
2019-06-28 06:01:00,1
2019-06-28 06:08:00,2
2019-06-28 06:13:00,1
2019-06-28 06:24:00,1
2019-06-28 06:34:00,1
2019-06-28 06:37:00,1
2019-06-28 06:42:00,1
2019-06-28 06:44:00,1
2019-06-28 06:48:00,2
2019-06-28 07:06:00,1
2019-06-28 07:13:00,1
2019-06-28 07:28:00,1
2019-06-28 07:30:00,1
2019-06-28 07:31:00,1
2019-06-28 08:04:00,1
2019-06-28 08:09:00,1
2019-06-28 08:11:00,1
2019-06-28 08:12:00,1
2019-06-28 08:23:00,1
2019-06-28 08:38:00,1
2019-06-28 08:42:00,1
2019-06-28 08:44:00,1
2019-06-28 08:45:00,1
