1305,"SELECT  &&& + cast(p.apstar_id as varchar(#)) + &&& + cast(p.apstar_id as varchar(#)) + &&& as apstar_id,    p.apogee_id,p.ra, p.dec, p.glon, p.glat,    p.vhelio_avg,p.vscatter,    a.teff,a.logg,a.metals    FROM apogeeStar p    JOIN fGetNearbyApogeeStarEq(#,#,#) n on p.apstar_id=n.apstar_id    JOIN aspcapStar a on a.apstar_id = p.apstar_id"
2019-06-28 00:01:00,3
2019-06-28 00:02:00,2
2019-06-28 00:03:00,1
2019-06-28 00:06:00,1
2019-06-28 00:09:00,2
2019-06-28 00:11:00,3
2019-06-28 00:12:00,2
2019-06-28 00:13:00,1
2019-06-28 00:16:00,1
2019-06-28 00:19:00,2
2019-06-28 00:21:00,3
2019-06-28 00:22:00,2
2019-06-28 00:23:00,1
2019-06-28 00:26:00,1
2019-06-28 00:29:00,2
2019-06-28 00:31:00,3
2019-06-28 00:32:00,2
2019-06-28 00:33:00,1
2019-06-28 00:36:00,1
2019-06-28 00:39:00,2
2019-06-28 00:41:00,3
2019-06-28 00:42:00,2
2019-06-28 00:43:00,1
2019-06-28 00:46:00,1
2019-06-28 00:49:00,2
2019-06-28 00:51:00,3
2019-06-28 00:52:00,2
2019-06-28 00:53:00,1
2019-06-28 00:56:00,1
2019-06-28 00:59:00,2
2019-06-28 01:01:00,3
2019-06-28 01:02:00,2
2019-06-28 01:03:00,1
2019-06-28 01:06:00,1
2019-06-28 01:09:00,2
2019-06-28 01:11:00,3
2019-06-28 01:12:00,2
2019-06-28 01:13:00,1
2019-06-28 01:16:00,1
2019-06-28 01:19:00,2
2019-06-28 01:21:00,3
2019-06-28 01:22:00,2
2019-06-28 01:23:00,1
2019-06-28 01:26:00,1
2019-06-28 01:29:00,2
2019-06-28 01:31:00,3
2019-06-28 01:32:00,2
2019-06-28 01:33:00,1
2019-06-28 01:36:00,1
2019-06-28 01:39:00,2
2019-06-28 01:41:00,3
2019-06-28 01:42:00,2
2019-06-28 01:43:00,1
2019-06-28 01:46:00,1
2019-06-28 01:49:00,2
2019-06-28 01:51:00,3
2019-06-28 01:52:00,2
2019-06-28 01:53:00,1
2019-06-28 01:56:00,1
2019-06-28 01:59:00,2
2019-06-28 02:01:00,3
2019-06-28 02:02:00,2
2019-06-28 02:03:00,1
2019-06-28 02:06:00,1
2019-06-28 02:09:00,2
2019-06-28 02:11:00,3
2019-06-28 02:12:00,2
2019-06-28 02:13:00,1
2019-06-28 02:16:00,1
2019-06-28 02:19:00,2
2019-06-28 02:21:00,3
2019-06-28 02:22:00,2
2019-06-28 02:23:00,1
2019-06-28 02:26:00,1
2019-06-28 02:29:00,2
2019-06-28 02:31:00,3
2019-06-28 02:32:00,2
2019-06-28 02:33:00,1
2019-06-28 02:36:00,1
2019-06-28 02:39:00,2
2019-06-28 02:41:00,3
2019-06-28 02:42:00,2
2019-06-28 02:43:00,1
2019-06-28 02:46:00,1
2019-06-28 02:49:00,2
2019-06-28 02:51:00,3
2019-06-28 02:52:00,2
2019-06-28 02:53:00,1
2019-06-28 02:56:00,1
2019-06-28 02:59:00,2
2019-06-28 03:01:00,3
2019-06-28 03:02:00,2
2019-06-28 03:03:00,1
2019-06-28 03:06:00,1
2019-06-28 03:09:00,2
2019-06-28 03:11:00,3
2019-06-28 03:12:00,2
2019-06-28 03:13:00,1
2019-06-28 03:16:00,1
2019-06-28 03:19:00,2
2019-06-28 03:21:00,3
2019-06-28 03:22:00,2
2019-06-28 03:23:00,1
2019-06-28 03:26:00,1
2019-06-28 03:29:00,2
2019-06-28 03:31:00,3
2019-06-28 03:32:00,2
2019-06-28 03:33:00,1
2019-06-28 03:36:00,1
2019-06-28 03:39:00,2
2019-06-28 03:42:00,5
2019-06-28 03:43:00,1
2019-06-28 03:46:00,1
2019-06-28 03:49:00,2
2019-06-28 03:52:00,4
2019-06-28 03:53:00,2
2019-06-28 03:54:00,4
2019-06-28 03:55:00,1
2019-06-28 03:57:00,3
2019-06-28 03:58:00,1
2019-06-28 03:59:00,1
2019-06-28 04:00:00,1
2019-06-28 04:04:00,2
2019-06-28 04:06:00,5
2019-06-28 04:11:00,2
2019-06-28 04:13:00,2
2019-06-28 04:16:00,5
2019-06-28 04:20:00,1
2019-06-28 04:21:00,1
2019-06-28 04:23:00,2
2019-06-28 04:26:00,5
2019-06-28 04:31:00,2
2019-06-28 04:32:00,1
2019-06-28 04:33:00,2
2019-06-28 04:36:00,5
2019-06-28 04:42:00,2
2019-06-28 04:43:00,2
2019-06-28 04:46:00,5
2019-06-28 04:52:00,2
2019-06-28 04:53:00,2
2019-06-28 04:56:00,6
2019-06-28 05:02:00,2
2019-06-28 05:03:00,2
2019-06-28 05:06:00,5
2019-06-28 05:12:00,2
2019-06-28 05:13:00,2
2019-06-28 05:16:00,5
2019-06-28 05:22:00,2
2019-06-28 05:23:00,2
2019-06-28 05:26:00,5
2019-06-28 05:32:00,2
2019-06-28 05:33:00,2
2019-06-28 05:36:00,5
2019-06-28 05:42:00,2
2019-06-28 05:43:00,2
2019-06-28 05:46:00,5
2019-06-28 05:52:00,2
2019-06-28 05:53:00,2
2019-06-28 05:56:00,5
2019-06-28 06:02:00,2
2019-06-28 06:03:00,2
2019-06-28 06:06:00,5
2019-06-28 06:12:00,2
2019-06-28 06:13:00,2
2019-06-28 06:16:00,5
2019-06-28 06:22:00,2
2019-06-28 06:23:00,2
2019-06-28 06:26:00,5
2019-06-28 06:32:00,2
2019-06-28 06:33:00,2
2019-06-28 06:36:00,5
2019-06-28 06:42:00,2
2019-06-28 06:43:00,2
2019-06-28 06:46:00,5
2019-06-28 06:52:00,2
2019-06-28 06:53:00,2
2019-06-28 06:56:00,5
2019-06-28 07:02:00,2
2019-06-28 07:03:00,2
2019-06-28 07:06:00,5
2019-06-28 07:12:00,2
2019-06-28 07:13:00,2
2019-06-28 07:16:00,5
2019-06-28 07:22:00,2
2019-06-28 07:23:00,2
2019-06-28 07:26:00,5
2019-06-28 07:32:00,2
2019-06-28 07:33:00,2
2019-06-28 07:36:00,5
2019-06-28 07:42:00,2
2019-06-28 07:43:00,2
2019-06-28 07:46:00,5
2019-06-28 07:52:00,2
2019-06-28 07:53:00,2
2019-06-28 07:56:00,5
2019-06-28 08:02:00,2
2019-06-28 08:03:00,2
2019-06-28 08:06:00,5
2019-06-28 08:12:00,2
2019-06-28 08:13:00,2
2019-06-28 08:16:00,5
2019-06-28 08:22:00,2
2019-06-28 08:23:00,2
2019-06-28 08:26:00,5
2019-06-28 08:32:00,2
2019-06-28 08:33:00,2
2019-06-28 08:36:00,5
2019-06-28 08:42:00,2
2019-06-28 08:43:00,2
2019-06-28 08:46:00,5
2019-06-28 08:52:00,2
2019-06-28 08:53:00,2
2019-06-28 08:56:00,5
2019-06-28 09:02:00,2
2019-06-28 09:03:00,2
2019-06-28 09:06:00,5
2019-06-28 09:12:00,2
2019-06-28 09:13:00,2
2019-06-28 09:16:00,5
2019-06-28 09:22:00,2
2019-06-28 09:23:00,2
2019-06-28 09:26:00,5
2019-06-28 09:32:00,2
2019-06-28 09:33:00,2
2019-06-28 09:36:00,5
2019-06-28 09:42:00,2
2019-06-28 09:43:00,2
2019-06-28 09:46:00,5
2019-06-28 09:52:00,2
2019-06-28 09:53:00,2
2019-06-28 09:56:00,5
2019-06-28 10:02:00,2
2019-06-28 10:03:00,2
2019-06-28 10:06:00,5
2019-06-28 10:12:00,2
2019-06-28 10:13:00,2
2019-06-28 10:16:00,5
2019-06-28 10:22:00,2
2019-06-28 10:23:00,2
2019-06-28 10:26:00,5
2019-06-28 10:32:00,2
2019-06-28 10:33:00,2
2019-06-28 10:36:00,5
2019-06-28 10:42:00,2
2019-06-28 10:43:00,2
2019-06-28 10:46:00,5
2019-06-28 10:52:00,2
2019-06-28 10:53:00,2
2019-06-28 10:56:00,5
2019-06-28 11:02:00,2
2019-06-28 11:03:00,2
2019-06-28 11:06:00,5
2019-06-28 11:12:00,2
2019-06-28 11:13:00,2
2019-06-28 11:16:00,5
2019-06-28 11:22:00,2
2019-06-28 11:23:00,2
2019-06-28 11:26:00,5
2019-06-28 11:32:00,2
2019-06-28 11:33:00,2
2019-06-28 11:36:00,5
2019-06-28 11:42:00,2
2019-06-28 11:43:00,2
2019-06-28 11:46:00,5
2019-06-28 11:52:00,2
2019-06-28 11:53:00,2
2019-06-28 11:56:00,5
2019-06-28 12:02:00,2
2019-06-28 12:03:00,2
2019-06-28 12:06:00,5
2019-06-28 12:12:00,2
2019-06-28 12:13:00,2
2019-06-28 12:16:00,5
2019-06-28 12:22:00,2
2019-06-28 12:23:00,2
2019-06-28 12:26:00,5
2019-06-28 12:32:00,2
2019-06-28 12:33:00,2
2019-06-28 12:36:00,5
2019-06-28 12:42:00,2
2019-06-28 12:43:00,2
2019-06-28 12:46:00,5
2019-06-28 12:52:00,2
2019-06-28 12:53:00,2
2019-06-28 12:56:00,5
2019-06-28 13:02:00,2
2019-06-28 13:03:00,2
2019-06-28 13:06:00,5
2019-06-28 13:12:00,2
2019-06-28 13:13:00,2
2019-06-28 13:16:00,5
2019-06-28 13:22:00,2
2019-06-28 13:23:00,2
2019-06-28 13:26:00,5
2019-06-28 13:32:00,2
2019-06-28 13:33:00,2
2019-06-28 13:36:00,5
2019-06-28 13:42:00,2
2019-06-28 13:43:00,2
2019-06-28 13:46:00,5
2019-06-28 13:52:00,2
2019-06-28 13:53:00,2
2019-06-28 13:56:00,5
2019-06-28 14:02:00,2
2019-06-28 14:03:00,2
2019-06-28 14:06:00,5
2019-06-28 14:12:00,2
2019-06-28 14:13:00,2
2019-06-28 14:16:00,5
2019-06-28 14:22:00,2
2019-06-28 14:23:00,2
2019-06-28 14:26:00,5
2019-06-28 14:32:00,2
2019-06-28 14:33:00,2
2019-06-28 14:36:00,3
2019-06-28 14:37:00,2
2019-06-28 14:42:00,2
2019-06-28 14:43:00,2
2019-06-28 14:46:00,3
2019-06-28 14:47:00,2
2019-06-28 14:52:00,2
2019-06-28 14:53:00,2
2019-06-28 14:56:00,3
2019-06-28 14:57:00,2
2019-06-28 15:02:00,2
2019-06-28 15:03:00,2
2019-06-28 15:06:00,3
2019-06-28 15:07:00,2
2019-06-28 15:12:00,2
2019-06-28 15:13:00,2
2019-06-28 15:16:00,3
2019-06-28 15:17:00,2
2019-06-28 15:22:00,2
2019-06-28 15:23:00,2
2019-06-28 15:26:00,3
2019-06-28 15:27:00,2
2019-06-28 15:32:00,2
2019-06-28 15:33:00,2
2019-06-28 15:36:00,3
2019-06-28 15:37:00,2
2019-06-28 15:42:00,2
2019-06-28 15:43:00,2
2019-06-28 15:46:00,3
2019-06-28 15:47:00,2
2019-06-28 15:52:00,2
2019-06-28 15:53:00,2
2019-06-28 15:56:00,3
2019-06-28 15:57:00,2
2019-06-28 16:02:00,2
2019-06-28 16:03:00,2
2019-06-28 16:06:00,3
2019-06-28 16:07:00,2
2019-06-28 16:12:00,2
2019-06-28 16:13:00,2
2019-06-28 16:16:00,3
2019-06-28 16:17:00,2
2019-06-28 16:22:00,2
2019-06-28 16:23:00,2
2019-06-28 16:26:00,3
2019-06-28 16:27:00,2
2019-06-28 16:32:00,2
2019-06-28 16:33:00,2
2019-06-28 16:36:00,3
2019-06-28 16:37:00,2
2019-06-28 16:42:00,2
2019-06-28 16:43:00,2
2019-06-28 16:46:00,4
2019-06-28 16:47:00,2
2019-06-28 16:52:00,2
2019-06-28 16:53:00,2
2019-06-28 16:56:00,3
2019-06-28 16:57:00,2
2019-06-28 17:02:00,2
2019-06-28 17:03:00,2
2019-06-28 17:06:00,3
2019-06-28 17:07:00,2
2019-06-28 17:12:00,2
2019-06-28 17:13:00,2
2019-06-28 17:16:00,3
2019-06-28 17:17:00,2
2019-06-28 17:22:00,2
2019-06-28 17:23:00,2
2019-06-28 17:26:00,3
2019-06-28 17:27:00,2
2019-06-28 17:32:00,2
2019-06-28 17:33:00,2
2019-06-28 17:36:00,3
2019-06-28 17:37:00,2
2019-06-28 17:42:00,2
2019-06-28 17:43:00,2
2019-06-28 17:46:00,3
2019-06-28 17:47:00,2
2019-06-28 17:52:00,2
2019-06-28 17:53:00,2
2019-06-28 17:56:00,3
2019-06-28 17:57:00,2
2019-06-28 18:02:00,2
2019-06-28 18:03:00,2
2019-06-28 18:06:00,3
2019-06-28 18:07:00,2
2019-06-28 18:12:00,2
2019-06-28 18:13:00,2
2019-06-28 18:16:00,3
2019-06-28 18:17:00,2
2019-06-28 18:22:00,2
2019-06-28 18:23:00,2
2019-06-28 18:26:00,3
2019-06-28 18:27:00,2
