2,"SELECT G.objID, G.ra, G.dec, G.specObjID, G.type, Z.z, Z.zErr, SP.z, SP.zErr into mydb.xyz   FROM MyDB.MyTable AS m     CROSS APPLY dbo.fGetNearestObjEq( m.RA, m.dec, #) AS GN     JOIN PhotoObjAll as G ON  G.objID = GN.objID AND G.type=#     JOIN PhotoZ AS Z    ON G.ObjID = Z.ObjID     JOIN SpecObjAll AS SP ON G.specObjID = SP.specObjID"
2019-12-31 01:44:00,1
2019-12-31 01:45:00,1
