123,"SELECT dbo.fInFootprintEq( #, #, # )"
2019-12-31 06:00:00,1
2019-12-31 06:01:00,4
2019-12-31 06:02:00,4
2019-12-31 06:03:00,4
2019-12-31 06:04:00,4
2019-12-31 06:05:00,4
2019-12-31 06:06:00,4
2019-12-31 06:07:00,4
2019-12-31 06:08:00,2
2019-12-31 06:13:00,1
2019-12-31 06:35:00,3
2019-12-31 06:36:00,3
2019-12-31 06:37:00,3
2019-12-31 06:38:00,3
2019-12-31 06:39:00,3
2019-12-31 06:40:00,4
2019-12-31 06:41:00,2
2019-12-31 06:42:00,3
2019-12-31 06:43:00,3
2019-12-31 06:44:00,4
2019-12-31 06:46:00,1
2019-12-31 06:55:00,3
2019-12-31 06:56:00,3
2019-12-31 06:57:00,3
2019-12-31 06:58:00,3
2019-12-31 06:59:00,4
2019-12-31 07:00:00,3
2019-12-31 07:01:00,3
2019-12-31 07:02:00,3
2019-12-31 07:03:00,3
2019-12-31 07:04:00,3
2019-12-31 07:05:00,3
2019-12-31 07:06:00,2
2019-12-31 07:07:00,3
2019-12-31 07:08:00,3
2019-12-31 07:09:00,4
2019-12-31 07:10:00,3
2019-12-31 07:11:00,3
2019-12-31 07:12:00,3
2019-12-31 07:13:00,3
2019-12-31 07:26:00,1
