2,"SELECT TOP # s.SpecObjID, s.z, s.ra, s.dec into mydb.MyTable_# from SpecObj as s   JOIN SpecLine as L ON s.SpecObjID = L.specObjID WHERE L.LineID = #"
2019-10-11 09:14:00,1
2019-10-11 09:15:00,1
