91,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-10-11 00:03:00,1
2019-10-11 00:04:00,1
2019-10-11 00:05:00,1
2019-10-11 00:12:00,1
2019-10-11 00:17:00,1
2019-10-11 00:18:00,1
2019-10-11 00:19:00,1
2019-10-11 00:25:00,1
2019-10-11 00:32:00,1
2019-10-11 00:39:00,1
2019-10-11 00:40:00,1
2019-10-11 00:47:00,1
2019-10-11 00:48:00,1
2019-10-11 00:49:00,1
2019-10-11 00:56:00,2
2019-10-11 01:01:00,1
2019-10-11 01:02:00,1
2019-10-11 01:07:00,1
2019-10-11 01:12:00,1
2019-10-11 01:19:00,1
2019-10-11 01:20:00,1
2019-10-11 01:23:00,1
2019-10-11 01:30:00,1
2019-10-11 01:37:00,1
2019-10-11 01:38:00,1
2019-10-11 01:39:00,1
2019-10-11 01:45:00,1
2019-10-11 01:46:00,1
2019-10-11 01:53:00,1
2019-10-11 01:54:00,2
2019-10-11 01:55:00,1
2019-10-11 02:02:00,1
2019-10-11 02:10:00,1
2019-10-11 02:11:00,1
2019-10-11 02:18:00,1
2019-10-11 02:19:00,1
2019-10-11 02:20:00,1
2019-10-11 02:29:00,2
2019-10-11 02:35:00,1
2019-10-11 02:36:00,1
2019-10-11 02:44:00,1
2019-10-11 02:52:00,1
2019-10-11 02:53:00,1
2019-10-11 03:03:00,1
2019-10-11 03:09:00,1
2019-10-11 03:16:00,2
2019-10-11 03:24:00,1
2019-10-11 03:33:00,1
2019-10-11 03:34:00,1
2019-10-11 03:44:00,1
2019-10-11 03:50:00,1
2019-10-11 03:59:00,1
2019-10-11 04:08:00,1
2019-10-11 04:09:00,1
2019-10-11 04:15:00,1
2019-10-11 04:23:00,1
2019-10-11 04:24:00,1
2019-10-11 04:35:00,1
2019-10-11 04:36:00,1
2019-10-11 04:37:00,1
2019-10-11 04:38:00,1
2019-10-11 04:49:00,1
2019-10-11 04:50:00,1
2019-10-11 04:56:00,1
2019-10-11 05:04:00,1
2019-10-11 05:05:00,1
2019-10-11 05:08:00,1
2019-10-11 05:10:00,1
2019-10-11 05:11:00,1
2019-10-11 05:12:00,1
2019-10-11 05:13:00,1
2019-10-11 05:20:00,2
2019-10-11 05:21:00,1
2019-10-11 05:22:00,1
2019-10-11 05:27:00,1
2019-10-11 05:28:00,1
2019-10-11 05:33:00,1
2019-10-11 05:39:00,1
2019-10-11 05:44:00,2
2019-10-11 05:51:00,1
2019-10-11 05:56:00,1
2019-10-11 05:57:00,1
2019-10-11 05:58:00,1
2019-10-11 06:03:00,1
2019-10-11 06:08:00,1
