5294,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-10-11 00:05:00,8
2019-10-11 00:06:00,8
2019-10-11 00:07:00,2
2019-10-11 00:08:00,7
2019-10-11 00:09:00,11
2019-10-11 00:15:00,8
2019-10-11 00:16:00,8
2019-10-11 00:17:00,2
2019-10-11 00:18:00,7
2019-10-11 00:19:00,11
2019-10-11 00:25:00,8
2019-10-11 00:26:00,8
2019-10-11 00:27:00,2
2019-10-11 00:28:00,8
2019-10-11 00:29:00,11
2019-10-11 00:35:00,8
2019-10-11 00:36:00,7
2019-10-11 00:37:00,3
2019-10-11 00:38:00,7
2019-10-11 00:39:00,11
2019-10-11 00:45:00,8
2019-10-11 00:46:00,7
2019-10-11 00:47:00,3
2019-10-11 00:48:00,7
2019-10-11 00:49:00,11
2019-10-11 00:55:00,8
2019-10-11 00:56:00,7
2019-10-11 00:57:00,3
2019-10-11 00:58:00,7
2019-10-11 00:59:00,11
2019-10-11 01:05:00,9
2019-10-11 01:06:00,4
2019-10-11 01:07:00,7
2019-10-11 01:08:00,5
2019-10-11 01:09:00,11
2019-10-11 01:10:00,5
2019-10-11 01:11:00,10
2019-10-11 01:12:00,7
2019-10-11 01:13:00,12
2019-10-11 01:15:00,4
2019-10-11 01:16:00,4
2019-10-11 01:19:00,4
2019-10-11 01:21:00,6
2019-10-11 01:22:00,7
2019-10-11 01:23:00,12
2019-10-11 01:25:00,4
2019-10-11 01:26:00,4
2019-10-11 01:29:00,4
2019-10-11 01:31:00,6
2019-10-11 01:32:00,7
2019-10-11 01:33:00,11
2019-10-11 01:35:00,4
2019-10-11 01:36:00,4
2019-10-11 01:39:00,4
2019-10-11 01:41:00,6
2019-10-11 01:42:00,7
2019-10-11 01:43:00,11
2019-10-11 01:45:00,4
2019-10-11 01:46:00,4
2019-10-11 01:49:00,4
2019-10-11 01:51:00,6
2019-10-11 01:52:00,7
2019-10-11 01:53:00,11
2019-10-11 01:55:00,4
2019-10-11 01:56:00,4
2019-10-11 01:59:00,4
2019-10-11 02:01:00,6
2019-10-11 02:02:00,7
2019-10-11 02:03:00,11
2019-10-11 02:05:00,4
2019-10-11 02:06:00,4
2019-10-11 02:09:00,4
2019-10-11 02:11:00,6
2019-10-11 02:12:00,7
2019-10-11 02:13:00,11
2019-10-11 02:15:00,4
2019-10-11 02:16:00,4
2019-10-11 02:19:00,4
2019-10-11 02:21:00,6
2019-10-11 02:22:00,7
2019-10-11 02:23:00,11
2019-10-11 02:25:00,4
2019-10-11 02:26:00,4
2019-10-11 02:29:00,4
2019-10-11 02:31:00,6
2019-10-11 02:32:00,7
2019-10-11 02:33:00,13
2019-10-11 02:35:00,4
2019-10-11 02:36:00,4
2019-10-11 02:39:00,4
2019-10-11 02:41:00,6
2019-10-11 02:42:00,7
2019-10-11 02:43:00,11
2019-10-11 02:45:00,4
2019-10-11 02:46:00,4
2019-10-11 02:49:00,5
2019-10-11 02:51:00,6
2019-10-11 02:52:00,7
2019-10-11 02:53:00,11
2019-10-11 02:55:00,4
2019-10-11 02:56:00,4
2019-10-11 02:59:00,4
2019-10-11 03:01:00,6
2019-10-11 03:02:00,7
2019-10-11 03:03:00,11
2019-10-11 03:05:00,4
2019-10-11 03:06:00,4
2019-10-11 03:09:00,4
2019-10-11 03:11:00,6
2019-10-11 03:12:00,7
2019-10-11 03:13:00,11
2019-10-11 03:15:00,4
2019-10-11 03:16:00,4
2019-10-11 03:19:00,2
2019-10-11 03:20:00,2
2019-10-11 03:21:00,6
2019-10-11 03:22:00,7
2019-10-11 03:23:00,11
2019-10-11 03:25:00,4
2019-10-11 03:26:00,4
2019-10-11 03:29:00,2
2019-10-11 03:30:00,2
2019-10-11 03:31:00,6
2019-10-11 03:32:00,7
2019-10-11 03:33:00,11
2019-10-11 03:35:00,4
2019-10-11 03:36:00,4
2019-10-11 03:39:00,2
2019-10-11 03:40:00,2
2019-10-11 03:41:00,6
2019-10-11 03:42:00,7
2019-10-11 03:43:00,12
2019-10-11 03:45:00,4
2019-10-11 03:46:00,4
2019-10-11 03:49:00,2
2019-10-11 03:50:00,2
2019-10-11 03:51:00,6
2019-10-11 03:52:00,7
2019-10-11 03:53:00,11
2019-10-11 03:55:00,5
2019-10-11 03:56:00,4
2019-10-11 03:59:00,2
2019-10-11 04:00:00,2
2019-10-11 04:01:00,6
2019-10-11 04:02:00,7
2019-10-11 04:03:00,12
2019-10-11 04:05:00,5
2019-10-11 04:06:00,4
2019-10-11 04:09:00,2
2019-10-11 04:10:00,2
2019-10-11 04:11:00,6
2019-10-11 04:12:00,7
2019-10-11 04:13:00,12
2019-10-11 04:15:00,4
2019-10-11 04:16:00,4
2019-10-11 04:19:00,2
2019-10-11 04:20:00,2
2019-10-11 04:21:00,6
2019-10-11 04:22:00,7
2019-10-11 04:23:00,11
2019-10-11 04:25:00,5
2019-10-11 04:26:00,4
2019-10-11 04:29:00,2
2019-10-11 04:30:00,2
2019-10-11 04:31:00,6
2019-10-11 04:32:00,7
2019-10-11 04:33:00,11
2019-10-11 04:35:00,5
2019-10-11 04:36:00,4
2019-10-11 04:39:00,2
2019-10-11 04:40:00,2
2019-10-11 04:41:00,7
2019-10-11 04:42:00,7
2019-10-11 04:43:00,11
2019-10-11 04:45:00,4
2019-10-11 04:46:00,4
2019-10-11 04:49:00,2
2019-10-11 04:50:00,2
2019-10-11 04:51:00,7
2019-10-11 04:52:00,7
2019-10-11 04:53:00,11
2019-10-11 04:55:00,5
2019-10-11 04:56:00,4
2019-10-11 04:59:00,2
2019-10-11 05:00:00,2
2019-10-11 05:01:00,6
2019-10-11 05:02:00,7
2019-10-11 05:03:00,11
2019-10-11 05:05:00,4
2019-10-11 05:06:00,4
2019-10-11 05:09:00,2
2019-10-11 05:10:00,2
2019-10-11 05:11:00,6
2019-10-11 05:12:00,7
2019-10-11 05:13:00,11
2019-10-11 05:15:00,4
2019-10-11 05:16:00,4
2019-10-11 05:19:00,2
2019-10-11 05:20:00,2
2019-10-11 05:21:00,6
2019-10-11 05:22:00,7
2019-10-11 05:23:00,12
2019-10-11 05:25:00,4
2019-10-11 05:26:00,4
2019-10-11 05:29:00,2
2019-10-11 05:30:00,2
2019-10-11 05:31:00,6
2019-10-11 05:32:00,7
2019-10-11 05:33:00,11
2019-10-11 05:35:00,4
2019-10-11 05:36:00,4
2019-10-11 05:39:00,2
2019-10-11 05:40:00,2
2019-10-11 05:41:00,6
2019-10-11 05:42:00,7
2019-10-11 05:43:00,11
2019-10-11 05:45:00,3
2019-10-11 05:46:00,5
2019-10-11 05:49:00,2
2019-10-11 05:50:00,2
2019-10-11 05:51:00,6
2019-10-11 05:52:00,7
2019-10-11 05:53:00,14
2019-10-11 05:55:00,3
2019-10-11 05:56:00,5
2019-10-11 05:59:00,2
2019-10-11 06:00:00,3
2019-10-11 06:01:00,6
2019-10-11 06:02:00,7
2019-10-11 06:03:00,11
2019-10-11 06:05:00,3
2019-10-11 06:06:00,5
2019-10-11 06:09:00,2
2019-10-11 06:10:00,2
2019-10-11 06:11:00,6
2019-10-11 06:12:00,7
2019-10-11 06:13:00,11
2019-10-11 06:15:00,3
2019-10-11 06:16:00,5
2019-10-11 06:19:00,2
2019-10-11 06:20:00,2
2019-10-11 06:21:00,6
2019-10-11 06:22:00,7
2019-10-11 06:23:00,11
2019-10-11 06:25:00,3
2019-10-11 06:26:00,5
2019-10-11 06:29:00,2
