139,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-10-11 00:04:00,9
2019-10-11 00:47:00,1
2019-10-11 01:45:00,1
2019-10-11 02:45:00,1
2019-10-11 03:45:00,1
2019-10-11 04:45:00,1
2019-10-11 05:16:00,1
2019-10-11 05:19:00,1
2019-10-11 05:32:00,1
2019-10-11 05:39:00,1
2019-10-11 05:45:00,1
2019-10-11 05:47:00,1
2019-10-11 05:50:00,1
2019-10-11 06:06:00,1
2019-10-11 06:10:00,1
2019-10-11 06:19:00,1
2019-10-11 06:23:00,1
2019-10-11 06:25:00,1
2019-10-11 06:28:00,1
2019-10-11 06:29:00,1
2019-10-11 06:34:00,1
2019-10-11 06:35:00,2
2019-10-11 06:47:00,1
2019-10-11 07:47:00,1
2019-10-11 08:17:00,1
2019-10-11 08:19:00,9
2019-10-11 08:44:00,1
2019-10-11 08:47:00,1
2019-10-11 08:49:00,1
2019-10-11 08:50:00,1
2019-10-11 08:58:00,1
2019-10-11 09:12:00,1
2019-10-11 09:13:00,1
2019-10-11 09:26:00,1
2019-10-11 09:38:00,1
2019-10-11 09:47:00,1
2019-10-11 09:50:00,9
2019-10-11 09:51:00,2
2019-10-11 09:59:00,1
2019-10-11 10:12:00,1
2019-10-11 10:14:00,1
2019-10-11 10:15:00,2
2019-10-11 10:19:00,1
2019-10-11 10:22:00,9
2019-10-11 10:24:00,1
2019-10-11 10:40:00,1
2019-10-11 10:47:00,1
2019-10-11 11:47:00,1
2019-10-11 11:48:00,1
2019-10-11 11:49:00,1
2019-10-11 12:10:00,9
2019-10-11 12:12:00,9
2019-10-11 12:45:00,1
2019-10-11 13:25:00,1
2019-10-11 13:46:00,1
2019-10-11 14:45:00,1
2019-10-11 15:12:00,9
2019-10-11 15:33:00,9
2019-10-11 15:45:00,1
2019-10-11 16:45:00,1
2019-10-11 17:31:00,9
2019-10-11 17:45:00,1
2019-10-11 18:47:00,1
2019-10-11 19:47:00,1
