2,"SELECT   ObjID,ra,dec,mode,flags,   type,probPSF,petroRad_r,   extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,   psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,   psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,   fiberMag_u,fiberMag_g,fiberMag_r,fiberMag_i,fiberMag_z,   fiberMagErr_u,fiberMagErr_g,fiberMagErr_r,fiberMagErr_i,fiberMagErr_z,   petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,   petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,   modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,   modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z    INTO   #ra1#_#dec2 FROM     PhotoPrimary WHERE   ra between # and #   and   dec between # and #"
2019-10-11 09:55:00,1
2019-10-11 09:56:00,1
