11020,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-10-11 00:00:00,6
2019-10-11 00:02:00,2
2019-10-11 00:04:00,3
2019-10-11 00:05:00,11
2019-10-11 00:06:00,17
2019-10-11 00:07:00,15
2019-10-11 00:08:00,16
2019-10-11 00:09:00,6
2019-10-11 00:10:00,6
2019-10-11 00:12:00,2
2019-10-11 00:14:00,3
2019-10-11 00:15:00,11
2019-10-11 00:16:00,17
2019-10-11 00:17:00,15
2019-10-11 00:18:00,16
2019-10-11 00:19:00,6
2019-10-11 00:20:00,6
2019-10-11 00:22:00,2
2019-10-11 00:24:00,3
2019-10-11 00:25:00,11
2019-10-11 00:26:00,17
2019-10-11 00:27:00,15
2019-10-11 00:28:00,16
2019-10-11 00:29:00,6
2019-10-11 00:30:00,6
2019-10-11 00:32:00,2
2019-10-11 00:34:00,3
2019-10-11 00:35:00,11
2019-10-11 00:36:00,17
2019-10-11 00:37:00,15
2019-10-11 00:38:00,16
2019-10-11 00:39:00,6
2019-10-11 00:40:00,6
2019-10-11 00:42:00,2
2019-10-11 00:44:00,3
2019-10-11 00:45:00,11
2019-10-11 00:46:00,17
2019-10-11 00:47:00,15
2019-10-11 00:48:00,16
2019-10-11 00:49:00,6
2019-10-11 00:50:00,6
2019-10-11 00:52:00,2
2019-10-11 00:54:00,3
2019-10-11 00:55:00,11
2019-10-11 00:56:00,16
2019-10-11 00:57:00,16
2019-10-11 00:58:00,16
2019-10-11 00:59:00,6
2019-10-11 01:00:00,6
2019-10-11 01:02:00,2
2019-10-11 01:04:00,3
2019-10-11 01:05:00,11
2019-10-11 01:06:00,17
2019-10-11 01:07:00,15
2019-10-11 01:08:00,16
2019-10-11 01:09:00,6
2019-10-11 01:10:00,6
2019-10-11 01:12:00,2
2019-10-11 01:14:00,3
2019-10-11 01:15:00,11
2019-10-11 01:16:00,16
2019-10-11 01:17:00,16
2019-10-11 01:18:00,15
2019-10-11 01:19:00,7
2019-10-11 01:20:00,6
2019-10-11 01:22:00,2
2019-10-11 01:24:00,3
2019-10-11 01:25:00,11
2019-10-11 01:26:00,16
2019-10-11 01:27:00,16
2019-10-11 01:28:00,16
2019-10-11 01:29:00,6
2019-10-11 01:30:00,6
2019-10-11 01:32:00,2
2019-10-11 01:34:00,3
2019-10-11 01:35:00,11
2019-10-11 01:36:00,3
2019-10-11 01:37:00,29
2019-10-11 01:38:00,13
2019-10-11 01:39:00,9
2019-10-11 01:40:00,6
2019-10-11 01:42:00,2
2019-10-11 01:44:00,5
2019-10-11 01:45:00,11
2019-10-11 01:46:00,3
2019-10-11 01:47:00,29
2019-10-11 01:48:00,13
2019-10-11 01:49:00,9
2019-10-11 01:50:00,6
2019-10-11 01:52:00,2
2019-10-11 01:54:00,3
2019-10-11 01:55:00,11
2019-10-11 01:56:00,3
2019-10-11 01:57:00,29
2019-10-11 01:58:00,13
2019-10-11 01:59:00,9
2019-10-11 02:00:00,6
2019-10-11 02:02:00,2
2019-10-11 02:04:00,3
2019-10-11 02:05:00,10
2019-10-11 02:06:00,3
2019-10-11 02:07:00,29
2019-10-11 02:08:00,13
2019-10-11 02:09:00,9
2019-10-11 02:10:00,6
2019-10-11 02:12:00,2
2019-10-11 02:14:00,3
2019-10-11 02:15:00,11
2019-10-11 02:16:00,3
2019-10-11 02:17:00,29
2019-10-11 02:18:00,13
2019-10-11 02:19:00,9
2019-10-11 02:20:00,6
2019-10-11 02:22:00,2
2019-10-11 02:24:00,3
2019-10-11 02:25:00,11
2019-10-11 02:26:00,3
2019-10-11 02:27:00,29
2019-10-11 02:28:00,13
2019-10-11 02:29:00,9
2019-10-11 02:30:00,7
2019-10-11 02:32:00,2
2019-10-11 02:34:00,3
2019-10-11 02:35:00,11
2019-10-11 02:36:00,3
2019-10-11 02:37:00,29
2019-10-11 02:38:00,13
2019-10-11 02:39:00,9
2019-10-11 02:40:00,6
2019-10-11 02:42:00,2
2019-10-11 02:44:00,3
2019-10-11 02:45:00,11
2019-10-11 02:46:00,3
2019-10-11 02:47:00,29
2019-10-11 02:48:00,13
