137,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-10-11 07:14:00,2
2019-10-11 07:21:00,2
2019-10-11 07:25:00,2
2019-10-11 07:37:00,2
2019-10-11 10:07:00,1
2019-10-11 10:10:00,1
2019-10-11 10:12:00,1
2019-10-11 10:15:00,1
2019-10-11 10:26:00,2
2019-10-11 10:27:00,2
2019-10-11 10:29:00,2
2019-10-11 10:31:00,1
2019-10-11 11:59:00,4
2019-10-11 12:02:00,2
2019-10-11 12:03:00,2
2019-10-11 12:04:00,2
2019-10-11 12:05:00,2
2019-10-11 12:06:00,2
2019-10-11 12:09:00,2
2019-10-11 13:51:00,2
2019-10-11 13:53:00,2
2019-10-11 13:54:00,2
2019-10-11 13:55:00,2
2019-10-11 13:56:00,4
2019-10-11 13:57:00,2
2019-10-11 13:58:00,2
2019-10-11 14:05:00,2
2019-10-11 14:06:00,2
2019-10-11 14:35:00,4
2019-10-11 14:36:00,4
2019-10-11 15:35:00,1
2019-10-11 21:26:00,1
2019-10-11 21:38:00,2
2019-10-11 21:40:00,2
2019-10-11 21:41:00,2
2019-10-11 21:43:00,2
2019-10-11 21:56:00,2
2019-10-11 21:57:00,2
2019-10-11 21:59:00,2
2019-10-11 22:00:00,2
2019-10-11 22:10:00,2
2019-10-11 22:12:00,2
2019-10-11 22:13:00,2
2019-10-11 22:15:00,2
2019-10-11 22:25:00,2
2019-10-11 22:26:00,2
2019-10-11 22:28:00,2
2019-10-11 22:30:00,2
2019-10-11 22:39:00,2
2019-10-11 22:40:00,2
2019-10-11 22:42:00,2
2019-10-11 22:43:00,2
2019-10-11 22:51:00,2
2019-10-11 22:52:00,2
2019-10-11 22:54:00,2
2019-10-11 22:55:00,2
2019-10-11 23:05:00,2
2019-10-11 23:06:00,1
2019-10-11 23:07:00,1
2019-10-11 23:08:00,2
2019-10-11 23:10:00,2
2019-10-11 23:19:00,2
2019-10-11 23:20:00,2
2019-10-11 23:21:00,2
2019-10-11 23:22:00,2
2019-10-11 23:29:00,2
2019-10-11 23:30:00,2
2019-10-11 23:31:00,2
2019-10-11 23:33:00,2
