127,select * from dbo.fDocColumns(&&&)
2019-10-11 00:12:00,2
2019-10-11 00:14:00,1
2019-10-11 00:26:00,2
2019-10-11 00:27:00,1
2019-10-11 00:28:00,1
2019-10-11 00:29:00,1
2019-10-11 00:30:00,1
2019-10-11 01:13:00,2
2019-10-11 01:16:00,1
2019-10-11 01:23:00,1
2019-10-11 01:27:00,3
2019-10-11 01:28:00,2
2019-10-11 01:34:00,1
2019-10-11 01:54:00,2
2019-10-11 02:01:00,1
2019-10-11 02:02:00,1
2019-10-11 02:05:00,2
2019-10-11 02:09:00,1
2019-10-11 02:36:00,1
2019-10-11 02:48:00,1
2019-10-11 02:52:00,1
2019-10-11 02:55:00,1
2019-10-11 03:10:00,1
2019-10-11 03:32:00,1
2019-10-11 03:58:00,2
2019-10-11 03:59:00,2
2019-10-11 04:13:00,1
2019-10-11 04:59:00,1
2019-10-11 05:47:00,1
2019-10-11 06:37:00,1
2019-10-11 08:11:00,1
2019-10-11 08:41:00,1
2019-10-11 08:54:00,1
2019-10-11 09:33:00,2
2019-10-11 10:18:00,1
2019-10-11 10:19:00,1
2019-10-11 10:29:00,1
2019-10-11 11:07:00,3
2019-10-11 11:12:00,1
2019-10-11 11:15:00,1
2019-10-11 11:16:00,3
2019-10-11 11:17:00,1
2019-10-11 11:19:00,1
2019-10-11 11:32:00,2
2019-10-11 11:42:00,2
2019-10-11 11:56:00,2
2019-10-11 11:59:00,2
2019-10-11 12:06:00,1
2019-10-11 12:31:00,1
2019-10-11 12:34:00,1
2019-10-11 13:08:00,1
2019-10-11 13:12:00,1
2019-10-11 13:20:00,1
2019-10-11 13:26:00,1
2019-10-11 13:27:00,1
2019-10-11 13:36:00,1
2019-10-11 13:50:00,1
2019-10-11 13:52:00,1
2019-10-11 14:03:00,2
2019-10-11 14:08:00,2
2019-10-11 14:38:00,1
2019-10-11 14:43:00,1
2019-10-11 14:54:00,1
2019-10-11 15:00:00,1
2019-10-11 15:04:00,3
2019-10-11 15:12:00,1
2019-10-11 15:16:00,1
2019-10-11 15:18:00,1
2019-10-11 15:41:00,2
2019-10-11 16:22:00,2
2019-10-11 16:44:00,1
2019-10-11 16:48:00,3
2019-10-11 17:44:00,1
2019-10-11 17:55:00,1
2019-10-11 18:32:00,1
2019-10-11 18:46:00,2
2019-10-11 19:06:00,1
2019-10-11 19:09:00,1
2019-10-11 20:18:00,1
2019-10-11 20:22:00,1
2019-10-11 20:26:00,1
2019-10-11 20:27:00,2
2019-10-11 20:29:00,1
2019-10-11 20:32:00,1
2019-10-11 20:34:00,2
2019-10-11 20:44:00,1
2019-10-11 20:46:00,2
2019-10-11 20:55:00,2
2019-10-11 21:01:00,1
2019-10-11 21:41:00,1
2019-10-11 22:12:00,1
2019-10-11 22:25:00,1
2019-10-11 22:27:00,1
2019-10-11 23:38:00,1
2019-10-11 23:55:00,1
