71,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-10-11 01:32:00,1
2019-10-11 01:38:00,1
2019-10-11 01:47:00,1
2019-10-11 01:48:00,1
2019-10-11 02:37:00,1
2019-10-11 03:36:00,5
2019-10-11 03:38:00,1
2019-10-11 05:36:00,1
2019-10-11 05:44:00,1
2019-10-11 05:48:00,1
2019-10-11 05:50:00,2
2019-10-11 05:55:00,1
2019-10-11 06:07:00,7
2019-10-11 06:08:00,9
2019-10-11 06:11:00,1
2019-10-11 06:14:00,1
2019-10-11 06:15:00,1
2019-10-11 06:17:00,1
2019-10-11 06:21:00,1
2019-10-11 06:22:00,1
2019-10-11 06:24:00,1
2019-10-11 06:26:00,1
2019-10-11 06:29:00,1
2019-10-11 06:32:00,3
2019-10-11 06:34:00,1
2019-10-11 07:10:00,1
2019-10-11 07:50:00,1
2019-10-11 08:37:00,2
2019-10-11 14:33:00,1
2019-10-11 14:50:00,1
2019-10-11 14:51:00,1
2019-10-11 14:52:00,4
2019-10-11 14:53:00,5
2019-10-11 14:55:00,1
2019-10-11 15:11:00,1
2019-10-11 15:15:00,1
2019-10-11 15:22:00,1
2019-10-11 16:26:00,1
2019-10-11 17:32:00,1
2019-10-11 17:41:00,1
2019-10-11 18:39:00,1
2019-10-11 20:00:00,1
