3,"SELECT TOP # s.plate,s.mjd,s.fiberid,s.z,s.zErr,s.zWarning,s.specClass,p.run,p.rerun,p.camCol,p.field,p.obj,str(p.ra,#,#) as ra,str(p.[dec],#,#) as dec,p.r FROM BESTDR7..SpecObj as s 	JOIN BESTDR7..PhotoObj AS p ON s.bestObjID = p.objID WHERE  (s.specClass = dbo.fSpecClass(&&&) OR s.specClass = dbo.fSpecClass(&&&)) AND p.r < # AND ( p.type = # OR p.type = #)"
2019-10-11 09:42:00,1
2019-10-11 09:46:00,1
2019-10-11 09:47:00,1
