389,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-11 00:46:00,1
2019-08-11 00:47:00,7
2019-08-11 00:48:00,2
2019-08-11 00:49:00,2
2019-08-11 00:51:00,2
2019-08-11 01:10:00,3
2019-08-11 01:13:00,1
2019-08-11 01:30:00,3
2019-08-11 01:33:00,1
2019-08-11 01:49:00,5
2019-08-11 01:50:00,2
2019-08-11 01:52:00,1
2019-08-11 01:56:00,2
2019-08-11 02:08:00,2
2019-08-11 02:09:00,3
2019-08-11 02:11:00,1
2019-08-11 02:27:00,4
2019-08-11 02:28:00,2
2019-08-11 02:30:00,1
2019-08-11 02:46:00,5
2019-08-11 02:47:00,3
2019-08-11 02:50:00,1
2019-08-11 02:53:00,2
2019-08-11 03:04:00,1
2019-08-11 03:05:00,8
2019-08-11 03:07:00,2
2019-08-11 03:11:00,2
2019-08-11 03:52:00,10
2019-08-11 03:54:00,1
2019-08-11 03:57:00,2
2019-08-11 04:06:00,4
2019-08-11 04:07:00,4
2019-08-11 04:08:00,2
2019-08-11 04:09:00,2
2019-08-11 04:12:00,2
2019-08-11 04:20:00,6
2019-08-11 04:21:00,2
2019-08-11 04:22:00,2
2019-08-11 04:23:00,1
2019-08-11 04:26:00,2
2019-08-11 04:35:00,8
2019-08-11 04:36:00,2
2019-08-11 04:38:00,2
2019-08-11 04:41:00,2
2019-08-11 04:48:00,8
2019-08-11 04:49:00,2
2019-08-11 04:50:00,2
2019-08-11 04:53:00,2
2019-08-11 05:04:00,8
2019-08-11 05:05:00,2
2019-08-11 05:06:00,2
2019-08-11 05:20:00,4
2019-08-11 05:21:00,2
2019-08-11 05:22:00,4
2019-08-11 05:23:00,1
2019-08-11 05:24:00,2
2019-08-11 05:37:00,6
2019-08-11 05:38:00,2
2019-08-11 05:39:00,4
2019-08-11 05:52:00,4
2019-08-11 05:53:00,4
2019-08-11 05:54:00,2
2019-08-11 05:55:00,2
2019-08-11 05:57:00,2
2019-08-11 06:07:00,4
2019-08-11 06:09:00,3
2019-08-11 06:11:00,2
2019-08-11 06:20:00,4
2019-08-11 06:21:00,6
2019-08-11 06:22:00,2
2019-08-11 06:34:00,2
2019-08-11 06:36:00,2
2019-08-11 06:37:00,6
2019-08-11 06:38:00,2
2019-08-11 06:39:00,2
2019-08-11 06:49:00,4
2019-08-11 06:50:00,4
2019-08-11 06:51:00,2
2019-08-11 06:52:00,2
2019-08-11 06:54:00,2
2019-08-11 07:05:00,6
2019-08-11 07:07:00,2
2019-08-11 07:18:00,6
2019-08-11 07:19:00,2
2019-08-11 07:21:00,4
2019-08-11 07:23:00,2
2019-08-11 08:03:00,6
2019-08-11 08:04:00,1
2019-08-11 08:05:00,1
2019-08-11 08:06:00,2
2019-08-11 08:07:00,1
2019-08-11 08:08:00,1
2019-08-11 08:17:00,4
2019-08-11 08:18:00,2
2019-08-11 08:19:00,4
2019-08-11 08:20:00,1
2019-08-11 08:22:00,2
2019-08-11 08:31:00,10
2019-08-11 08:33:00,2
2019-08-11 08:34:00,2
2019-08-11 08:36:00,2
2019-08-11 09:17:00,3
2019-08-11 09:18:00,5
2019-08-11 09:19:00,3
2019-08-11 09:20:00,2
2019-08-11 09:22:00,2
2019-08-11 09:24:00,2
2019-08-11 09:38:00,2
2019-08-11 09:40:00,2
2019-08-11 09:42:00,2
2019-08-11 09:45:00,2
2019-08-11 09:59:00,4
2019-08-11 10:02:00,2
2019-08-11 10:03:00,2
2019-08-11 10:07:00,2
2019-08-11 10:08:00,2
2019-08-11 10:12:00,2
2019-08-11 10:19:00,4
2019-08-11 10:20:00,2
2019-08-11 10:21:00,2
2019-08-11 10:22:00,2
2019-08-11 10:23:00,2
2019-08-11 10:39:00,6
2019-08-11 10:41:00,4
2019-08-11 10:43:00,2
2019-08-11 10:45:00,2
2019-08-11 23:18:00,3
2019-08-11 23:19:00,5
2019-08-11 23:21:00,1
2019-08-11 23:24:00,2
2019-08-11 23:29:00,8
2019-08-11 23:30:00,2
2019-08-11 23:32:00,1
2019-08-11 23:35:00,2
