5102,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-08-11 00:00:00,7
2019-08-11 00:01:00,3
2019-08-11 00:02:00,10
2019-08-11 00:04:00,6
2019-08-11 00:05:00,4
2019-08-11 00:06:00,5
2019-08-11 00:10:00,7
2019-08-11 00:11:00,3
2019-08-11 00:12:00,10
2019-08-11 00:14:00,6
2019-08-11 00:15:00,4
2019-08-11 00:16:00,6
2019-08-11 00:20:00,7
2019-08-11 00:21:00,3
2019-08-11 00:22:00,10
2019-08-11 00:24:00,6
2019-08-11 00:25:00,4
2019-08-11 00:26:00,6
2019-08-11 00:30:00,7
2019-08-11 00:31:00,3
2019-08-11 00:32:00,10
2019-08-11 00:34:00,5
2019-08-11 00:35:00,5
2019-08-11 00:36:00,6
2019-08-11 00:40:00,7
2019-08-11 00:41:00,3
2019-08-11 00:42:00,11
2019-08-11 00:45:00,10
2019-08-11 00:46:00,7
2019-08-11 00:50:00,7
2019-08-11 00:51:00,3
2019-08-11 00:52:00,10
2019-08-11 00:55:00,10
2019-08-11 00:56:00,7
2019-08-11 01:00:00,7
2019-08-11 01:01:00,3
2019-08-11 01:02:00,10
2019-08-11 01:05:00,10
2019-08-11 01:06:00,8
2019-08-11 01:10:00,7
2019-08-11 01:11:00,3
2019-08-11 01:12:00,10
2019-08-11 01:15:00,8
2019-08-11 01:16:00,8
2019-08-11 01:20:00,7
2019-08-11 01:21:00,3
2019-08-11 01:22:00,10
2019-08-11 01:25:00,8
2019-08-11 01:26:00,8
2019-08-11 01:30:00,7
2019-08-11 01:31:00,3
2019-08-11 01:32:00,10
2019-08-11 01:35:00,9
2019-08-11 01:36:00,8
2019-08-11 01:40:00,7
2019-08-11 01:41:00,3
2019-08-11 01:42:00,10
2019-08-11 01:45:00,8
2019-08-11 01:46:00,8
2019-08-11 01:50:00,7
2019-08-11 01:51:00,3
2019-08-11 01:52:00,10
2019-08-11 01:55:00,8
2019-08-11 01:56:00,8
2019-08-11 02:00:00,7
2019-08-11 02:01:00,3
2019-08-11 02:02:00,10
2019-08-11 02:05:00,9
2019-08-11 02:06:00,8
2019-08-11 02:10:00,7
2019-08-11 02:11:00,3
2019-08-11 02:12:00,10
