362,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-08-11 00:00:00,1
2019-08-11 00:02:00,1
2019-08-11 00:04:00,1
2019-08-11 00:10:00,1
2019-08-11 00:28:00,1
2019-08-11 00:44:00,1
2019-08-11 00:48:00,1
2019-08-11 00:54:00,1
2019-08-11 00:56:00,1
2019-08-11 00:57:00,1
2019-08-11 01:01:00,1
2019-08-11 01:19:00,1
2019-08-11 01:35:00,1
2019-08-11 01:38:00,1
2019-08-11 01:53:00,1
2019-08-11 02:01:00,1
2019-08-11 02:07:00,1
2019-08-11 02:21:00,1
2019-08-11 02:31:00,1
2019-08-11 02:48:00,1
2019-08-11 03:04:00,1
2019-08-11 03:20:00,1
2019-08-11 03:35:00,1
2019-08-11 03:51:00,1
2019-08-11 03:59:00,1
2019-08-11 04:15:00,1
2019-08-11 04:30:00,1
2019-08-11 04:32:00,1
2019-08-11 04:34:00,1
2019-08-11 04:36:00,1
2019-08-11 04:38:00,1
2019-08-11 04:43:00,1
2019-08-11 04:47:00,1
2019-08-11 04:50:00,1
2019-08-11 05:05:00,1
2019-08-11 05:19:00,1
2019-08-11 05:21:00,1
2019-08-11 05:23:00,1
2019-08-11 05:39:00,1
2019-08-11 05:47:00,1
2019-08-11 06:01:00,1
2019-08-11 06:08:00,1
2019-08-11 06:23:00,1
2019-08-11 06:39:00,1
2019-08-11 06:43:00,1
2019-08-11 06:49:00,1
2019-08-11 07:05:00,1
2019-08-11 07:19:00,1
2019-08-11 07:22:00,1
2019-08-11 07:38:00,1
2019-08-11 07:40:00,1
2019-08-11 07:41:00,1
2019-08-11 07:43:00,1
2019-08-11 08:00:00,1
2019-08-11 08:16:00,1
2019-08-11 08:30:00,1
2019-08-11 08:45:00,1
2019-08-11 08:52:00,1
2019-08-11 08:58:00,1
2019-08-11 09:04:00,1
2019-08-11 09:05:00,1
2019-08-11 09:22:00,1
2019-08-11 09:23:00,1
2019-08-11 09:25:00,1
2019-08-11 09:32:00,1
2019-08-11 09:48:00,1
2019-08-11 10:04:00,1
2019-08-11 10:09:00,2
2019-08-11 10:10:00,1
2019-08-11 10:13:00,1
2019-08-11 10:16:00,1
2019-08-11 10:31:00,1
2019-08-11 10:44:00,1
2019-08-11 10:46:00,1
