32,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-08-11 00:01:00,1
2019-08-11 00:04:00,1
2019-08-11 00:06:00,1
2019-08-11 00:08:00,1
2019-08-11 00:10:00,1
2019-08-11 00:11:00,1
2019-08-11 00:15:00,1
2019-08-11 00:16:00,1
2019-08-11 00:18:00,1
2019-08-11 04:55:00,1
2019-08-11 04:57:00,1
2019-08-11 04:59:00,2
2019-08-11 05:07:00,1
2019-08-11 05:09:00,1
2019-08-11 05:10:00,1
2019-08-11 05:12:00,1
2019-08-11 05:13:00,1
2019-08-11 05:20:00,1
2019-08-11 05:21:00,1
2019-08-11 23:29:00,1
2019-08-11 23:32:00,1
2019-08-11 23:36:00,1
2019-08-11 23:43:00,2
2019-08-11 23:45:00,1
2019-08-11 23:48:00,1
2019-08-11 23:50:00,1
2019-08-11 23:53:00,1
2019-08-11 23:54:00,1
2019-08-11 23:55:00,1
2019-08-11 23:58:00,1
