8,"SELECT TOP # objid, q_r, u_r  from photoObj WHERE type = #"
2019-08-11 06:33:00,2
2019-08-11 06:34:00,3
2019-08-11 06:35:00,1
2019-08-11 06:44:00,1
2019-08-11 06:53:00,1
