13889,"select specObjID, ra, dec, z, zErr, zWarning from dr1#.SpecObjAll where bestObjId =#or fluxObjID =#"
2019-08-11 03:56:00,9
2019-08-11 03:57:00,9
2019-08-11 04:02:00,7
2019-08-11 04:03:00,10
2019-08-11 04:04:00,1
2019-08-11 04:07:00,9
2019-08-11 04:08:00,9
2019-08-11 04:10:00,9
2019-08-11 04:12:00,9
2019-08-11 04:14:00,9
2019-08-11 04:15:00,9
2019-08-11 04:24:00,9
2019-08-11 04:25:00,37
2019-08-11 04:26:00,67
2019-08-11 04:27:00,66
2019-08-11 04:28:00,67
2019-08-11 04:29:00,67
2019-08-11 04:30:00,67
2019-08-11 04:31:00,67
2019-08-11 04:32:00,42
2019-08-11 04:36:00,42
2019-08-11 04:37:00,67
2019-08-11 04:38:00,67
2019-08-11 04:39:00,67
2019-08-11 04:40:00,68
2019-08-11 04:41:00,68
2019-08-11 04:42:00,47
2019-08-11 04:45:00,26
2019-08-11 05:06:00,21
2019-08-11 05:07:00,68
2019-08-11 05:08:00,67
2019-08-11 05:09:00,68
2019-08-11 05:10:00,68
2019-08-11 05:11:00,29
2019-08-11 05:16:00,7
2019-08-11 05:17:00,68
2019-08-11 05:18:00,68
2019-08-11 05:19:00,68
2019-08-11 05:20:00,69
2019-08-11 05:21:00,67
2019-08-11 05:22:00,68
2019-08-11 05:23:00,22
2019-08-11 05:32:00,23
2019-08-11 05:33:00,68
2019-08-11 05:34:00,68
2019-08-11 05:35:00,68
2019-08-11 05:36:00,68
2019-08-11 05:37:00,42
2019-08-11 05:39:00,34
2019-08-11 05:40:00,69
2019-08-11 05:41:00,68
2019-08-11 05:42:00,68
2019-08-11 05:43:00,68
2019-08-11 05:44:00,6
2019-08-11 05:45:00,12
2019-08-11 05:46:00,68
2019-08-11 05:47:00,68
2019-08-11 05:48:00,68
2019-08-11 05:49:00,68
2019-08-11 05:50:00,67
2019-08-11 05:52:00,6
2019-08-11 05:53:00,68
2019-08-11 05:54:00,67
2019-08-11 05:55:00,67
2019-08-11 05:56:00,49
2019-08-11 06:03:00,4
2019-08-11 06:04:00,68
2019-08-11 06:05:00,68
2019-08-11 06:06:00,47
2019-08-11 06:08:00,32
2019-08-11 06:09:00,68
2019-08-11 06:10:00,68
2019-08-11 06:11:00,9
2019-08-11 06:12:00,2
2019-08-11 06:13:00,67
2019-08-11 06:14:00,68
2019-08-11 06:15:00,67
2019-08-11 06:16:00,69
2019-08-11 06:17:00,67
2019-08-11 06:18:00,26
2019-08-11 06:20:00,54
2019-08-11 06:21:00,68
2019-08-11 06:22:00,68
2019-08-11 06:23:00,19
2019-08-11 07:02:00,33
2019-08-11 07:03:00,67
2019-08-11 07:04:00,68
2019-08-11 07:05:00,67
2019-08-11 07:06:00,67
2019-08-11 07:07:00,68
2019-08-11 07:08:00,67
2019-08-11 07:09:00,15
2019-08-11 07:11:00,61
2019-08-11 07:12:00,69
2019-08-11 07:13:00,66
2019-08-11 07:14:00,66
2019-08-11 07:15:00,66
2019-08-11 07:16:00,65
2019-08-11 07:17:00,66
2019-08-11 07:19:00,15
2019-08-11 07:20:00,65
2019-08-11 07:21:00,65
2019-08-11 07:22:00,65
2019-08-11 07:23:00,65
2019-08-11 07:24:00,67
2019-08-11 07:25:00,68
2019-08-11 07:26:00,27
2019-08-11 07:28:00,8
2019-08-11 07:29:00,67
2019-08-11 07:30:00,68
2019-08-11 07:31:00,67
2019-08-11 07:32:00,66
2019-08-11 07:33:00,68
2019-08-11 07:34:00,67
2019-08-11 07:35:00,17
2019-08-11 07:37:00,22
2019-08-11 07:38:00,68
2019-08-11 07:39:00,66
2019-08-11 07:40:00,68
2019-08-11 07:41:00,68
2019-08-11 07:42:00,67
2019-08-11 07:43:00,67
2019-08-11 07:44:00,5
2019-08-11 07:46:00,36
2019-08-11 07:47:00,68
2019-08-11 07:48:00,67
2019-08-11 07:49:00,67
2019-08-11 07:50:00,68
2019-08-11 07:51:00,69
2019-08-11 07:52:00,28
2019-08-11 07:54:00,12
2019-08-11 07:55:00,68
2019-08-11 07:56:00,68
2019-08-11 07:57:00,67
2019-08-11 07:58:00,67
2019-08-11 07:59:00,68
2019-08-11 08:00:00,59
2019-08-11 08:01:00,14
2019-08-11 08:03:00,24
2019-08-11 08:04:00,67
2019-08-11 08:05:00,67
2019-08-11 08:06:00,66
2019-08-11 08:07:00,67
2019-08-11 08:08:00,66
2019-08-11 08:09:00,54
2019-08-11 08:13:00,20
2019-08-11 08:14:00,68
2019-08-11 08:15:00,65
2019-08-11 08:16:00,67
2019-08-11 08:17:00,67
2019-08-11 08:18:00,67
2019-08-11 08:19:00,60
2019-08-11 08:25:00,9
2019-08-11 08:26:00,69
2019-08-11 08:27:00,67
2019-08-11 08:28:00,67
2019-08-11 08:29:00,68
2019-08-11 08:30:00,67
2019-08-11 08:31:00,45
2019-08-11 08:34:00,59
2019-08-11 08:35:00,68
2019-08-11 08:36:00,66
2019-08-11 08:37:00,66
2019-08-11 08:38:00,68
2019-08-11 08:39:00,18
2019-08-11 08:41:00,25
2019-08-11 08:42:00,68
2019-08-11 08:43:00,68
2019-08-11 08:44:00,66
2019-08-11 08:45:00,67
2019-08-11 08:46:00,66
2019-08-11 08:47:00,24
2019-08-11 08:49:00,13
2019-08-11 08:50:00,68
2019-08-11 08:51:00,68
2019-08-11 08:52:00,67
2019-08-11 08:53:00,67
2019-08-11 08:54:00,69
2019-08-11 08:55:00,23
