13889,"select specObjID, ra, dec, z, zErr, zWarning from dr1#.SpecObjAll where bestObjId =#or fluxObjID =#"
2019-08-11 08:57:00,11
2019-08-11 08:58:00,65
2019-08-11 08:59:00,63
2019-08-11 09:00:00,57
2019-08-11 09:01:00,64
2019-08-11 09:02:00,64
2019-08-11 09:03:00,65
2019-08-11 09:04:00,9
2019-08-11 09:06:00,25
2019-08-11 09:07:00,65
2019-08-11 09:08:00,57
2019-08-11 09:09:00,64
2019-08-11 09:10:00,52
2019-08-11 09:11:00,59
2019-08-11 09:12:00,59
2019-08-11 09:13:00,32
2019-08-11 09:16:00,46
2019-08-11 09:17:00,49
2019-08-11 09:18:00,50
2019-08-11 09:19:00,64
2019-08-11 09:20:00,65
2019-08-11 09:21:00,62
2019-08-11 09:22:00,53
2019-08-11 09:23:00,3
2019-08-11 09:25:00,29
2019-08-11 09:26:00,60
2019-08-11 09:27:00,66
2019-08-11 09:28:00,62
2019-08-11 09:29:00,64
2019-08-11 09:30:00,68
2019-08-11 09:31:00,35
2019-08-11 09:33:00,2
2019-08-11 09:34:00,68
2019-08-11 09:35:00,67
2019-08-11 09:36:00,68
2019-08-11 09:37:00,68
2019-08-11 09:38:00,68
2019-08-11 09:39:00,58
2019-08-11 09:42:00,51
2019-08-11 09:43:00,68
2019-08-11 09:44:00,11
2019-08-11 10:08:00,23
2019-08-11 10:09:00,68
2019-08-11 10:10:00,68
2019-08-11 10:11:00,68
2019-08-11 10:12:00,68
2019-08-11 10:13:00,68
2019-08-11 10:14:00,67
2019-08-11 10:15:00,12
2019-08-11 10:17:00,28
2019-08-11 10:18:00,67
2019-08-11 10:19:00,68
2019-08-11 10:20:00,68
2019-08-11 10:21:00,67
2019-08-11 10:22:00,68
2019-08-11 10:23:00,67
2019-08-11 10:24:00,32
2019-08-11 10:26:00,4
2019-08-11 10:27:00,68
2019-08-11 10:28:00,68
2019-08-11 10:29:00,67
2019-08-11 10:30:00,68
2019-08-11 10:31:00,69
2019-08-11 10:32:00,41
2019-08-11 10:34:00,2
2019-08-11 10:35:00,67
2019-08-11 10:36:00,68
2019-08-11 10:37:00,69
2019-08-11 10:38:00,68
2019-08-11 10:39:00,37
2019-08-11 10:41:00,6
2019-08-11 10:42:00,69
2019-08-11 10:43:00,67
2019-08-11 10:44:00,69
2019-08-11 10:45:00,67
2019-08-11 10:46:00,34
2019-08-11 10:48:00,3
2019-08-11 10:49:00,67
2019-08-11 10:50:00,68
2019-08-11 10:51:00,68
2019-08-11 10:52:00,68
2019-08-11 10:53:00,68
2019-08-11 10:54:00,1
2019-08-11 10:55:00,52
2019-08-11 10:56:00,68
2019-08-11 10:57:00,55
