2565,"select  	r.run, r.rerun, r.camcol, r.field, f.fieldId, r.stripe, r.strip,  	r.ra, r.dec, r.raMin, r.raMax, r.decMin, r.decMax,  	r.mu, r.nu, r.incl, r.node, 	r.a, r.b, r.c, r.d, r.e, r.f,  	f.quality, 	f.a_u, f.b_u, f.c_u, f.d_u, f.e_u, f.f_u, 	f.a_g, f.b_g, f.c_g, f.d_g, f.e_g, f.f_g, 	f.a_r, f.b_r, f.c_r, f.d_r, f.e_r, f.f_r, 	f.a_i, f.b_i, f.c_i, f.d_i, f.e_i, f.f_i, 	f.a_z, f.b_z, f.c_z, f.d_z, f.e_z, f.f_z,   dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as u_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as g_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as r_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as i_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as z_url   from dbo.fGetNearbyFrameEq(#,#,#,#) n, Frame r, Field f   where f.fieldId=r.fieldId and r.fieldId=n.fieldId and r.zoom=#"
2019-08-11 00:01:00,9
2019-08-11 00:03:00,12
2019-08-11 00:04:00,2
2019-08-11 00:06:00,2
2019-08-11 00:09:00,1
2019-08-11 00:11:00,1
2019-08-11 00:13:00,12
2019-08-11 00:14:00,6
2019-08-11 00:16:00,2
2019-08-11 00:19:00,1
2019-08-11 00:21:00,5
2019-08-11 00:23:00,12
2019-08-11 00:24:00,2
2019-08-11 00:26:00,1
2019-08-11 00:27:00,1
2019-08-11 00:28:00,1
2019-08-11 00:29:00,1
2019-08-11 00:31:00,1
2019-08-11 00:33:00,12
2019-08-11 00:34:00,4
2019-08-11 00:36:00,1
2019-08-11 00:38:00,1
2019-08-11 00:39:00,6
2019-08-11 00:41:00,1
2019-08-11 00:43:00,16
2019-08-11 00:44:00,2
2019-08-11 00:45:00,4
2019-08-11 00:46:00,1
2019-08-11 00:48:00,1
2019-08-11 00:49:00,1
2019-08-11 00:51:00,1
2019-08-11 00:53:00,12
2019-08-11 00:54:00,2
2019-08-11 00:56:00,1
2019-08-11 00:58:00,1
2019-08-11 00:59:00,1
2019-08-11 01:01:00,1
2019-08-11 01:03:00,12
2019-08-11 01:04:00,6
2019-08-11 01:06:00,1
2019-08-11 01:08:00,1
2019-08-11 01:09:00,1
2019-08-11 01:11:00,1
2019-08-11 01:13:00,12
2019-08-11 01:14:00,2
2019-08-11 01:16:00,1
2019-08-11 01:18:00,1
2019-08-11 01:19:00,1
2019-08-11 01:21:00,1
2019-08-11 01:23:00,12
2019-08-11 01:24:00,2
2019-08-11 01:26:00,1
2019-08-11 01:28:00,1
2019-08-11 01:29:00,1
2019-08-11 01:31:00,1
2019-08-11 01:33:00,12
2019-08-11 01:34:00,4
2019-08-11 01:36:00,1
2019-08-11 01:38:00,1
2019-08-11 01:39:00,6
2019-08-11 01:41:00,1
2019-08-11 01:43:00,12
2019-08-11 01:44:00,2
2019-08-11 01:45:00,2
2019-08-11 01:46:00,7
2019-08-11 01:48:00,1
2019-08-11 01:49:00,1
2019-08-11 01:51:00,1
2019-08-11 01:53:00,16
2019-08-11 01:54:00,2
2019-08-11 01:56:00,1
2019-08-11 01:58:00,1
2019-08-11 01:59:00,1
2019-08-11 02:01:00,1
2019-08-11 02:03:00,12
2019-08-11 02:04:00,2
2019-08-11 02:06:00,1
2019-08-11 02:07:00,4
2019-08-11 02:08:00,1
2019-08-11 02:09:00,1
2019-08-11 02:11:00,1
2019-08-11 02:13:00,12
2019-08-11 02:14:00,2
2019-08-11 02:16:00,1
2019-08-11 02:18:00,1
2019-08-11 02:19:00,1
2019-08-11 02:21:00,1
2019-08-11 02:23:00,12
2019-08-11 02:24:00,2
2019-08-11 02:26:00,1
2019-08-11 02:28:00,1
2019-08-11 02:29:00,1
2019-08-11 02:31:00,1
2019-08-11 02:33:00,12
2019-08-11 02:34:00,4
2019-08-11 02:36:00,1
2019-08-11 02:38:00,1
2019-08-11 02:39:00,6
2019-08-11 02:41:00,1
2019-08-11 02:43:00,12
2019-08-11 02:44:00,2
2019-08-11 02:45:00,4
2019-08-11 02:46:00,1
2019-08-11 02:48:00,1
2019-08-11 02:49:00,1
2019-08-11 02:51:00,1
2019-08-11 02:52:00,4
2019-08-11 02:53:00,12
2019-08-11 02:54:00,2
2019-08-11 02:56:00,1
2019-08-11 02:58:00,1
2019-08-11 02:59:00,1
2019-08-11 03:01:00,1
2019-08-11 03:03:00,12
2019-08-11 03:04:00,2
2019-08-11 03:06:00,1
2019-08-11 03:08:00,1
2019-08-11 03:09:00,1
2019-08-11 03:11:00,1
2019-08-11 03:13:00,12
2019-08-11 03:14:00,2
2019-08-11 03:16:00,1
2019-08-11 03:17:00,4
2019-08-11 03:18:00,1
2019-08-11 03:19:00,1
2019-08-11 03:21:00,1
2019-08-11 03:23:00,12
2019-08-11 03:24:00,2
2019-08-11 03:26:00,1
2019-08-11 03:28:00,1
2019-08-11 03:29:00,1
2019-08-11 03:31:00,1
2019-08-11 03:33:00,12
2019-08-11 03:34:00,4
2019-08-11 03:36:00,1
2019-08-11 03:38:00,1
2019-08-11 03:39:00,6
2019-08-11 03:41:00,1
2019-08-11 03:43:00,12
2019-08-11 03:44:00,2
2019-08-11 03:45:00,2
2019-08-11 03:46:00,3
