72,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-08-04 00:04:00,1
2019-08-04 00:07:00,1
2019-08-04 00:09:00,1
2019-08-04 00:17:00,1
2019-08-04 00:18:00,1
2019-08-04 00:26:00,1
2019-08-04 00:28:00,1
2019-08-04 00:30:00,1
2019-08-04 00:38:00,1
2019-08-04 00:40:00,1
2019-08-04 00:42:00,1
2019-08-04 07:19:00,2
2019-08-04 07:22:00,1
2019-08-04 07:24:00,1
2019-08-04 11:40:00,1
2019-08-04 13:01:00,1
2019-08-04 13:02:00,1
2019-08-04 13:32:00,1
2019-08-04 15:05:00,1
2019-08-04 16:00:00,3
2019-08-04 16:01:00,2
2019-08-04 16:02:00,1
2019-08-04 16:05:00,2
2019-08-04 16:09:00,1
2019-08-04 16:10:00,2
2019-08-04 16:11:00,1
2019-08-04 16:13:00,2
2019-08-04 16:15:00,1
2019-08-04 16:22:00,2
2019-08-04 16:25:00,3
2019-08-04 18:43:00,1
2019-08-04 18:44:00,2
2019-08-04 18:48:00,1
2019-08-04 18:53:00,1
2019-08-04 18:56:00,1
2019-08-04 18:57:00,2
2019-08-04 18:58:00,1
2019-08-04 18:59:00,3
2019-08-04 19:00:00,2
2019-08-04 19:01:00,1
2019-08-04 22:19:00,1
2019-08-04 22:21:00,3
2019-08-04 22:27:00,4
2019-08-04 22:32:00,1
2019-08-04 22:35:00,2
2019-08-04 22:37:00,1
2019-08-04 22:42:00,1
2019-08-04 22:45:00,1
2019-08-04 22:46:00,1
2019-08-04 22:49:00,1
2019-08-04 22:51:00,1
