29,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-08-04 00:31:00,1
2019-08-04 02:14:00,1
2019-08-04 05:32:00,1
2019-08-04 08:13:00,1
2019-08-04 08:21:00,1
2019-08-04 08:37:00,1
2019-08-04 09:43:00,1
2019-08-04 14:00:00,1
2019-08-04 14:52:00,1
2019-08-04 15:12:00,1
2019-08-04 15:24:00,1
2019-08-04 15:40:00,1
2019-08-04 18:07:00,1
2019-08-04 19:16:00,1
2019-08-04 19:39:00,1
2019-08-04 19:40:00,1
2019-08-04 19:44:00,1
2019-08-04 20:56:00,6
2019-08-04 20:57:00,4
2019-08-04 21:20:00,1
2019-08-04 21:47:00,1
