5260,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-08-04 00:01:00,8
2019-08-04 00:02:00,8
2019-08-04 00:03:00,1
2019-08-04 00:05:00,2
2019-08-04 00:07:00,1
2019-08-04 00:08:00,2
2019-08-04 00:09:00,17
2019-08-04 00:11:00,8
2019-08-04 00:12:00,8
2019-08-04 00:13:00,1
2019-08-04 00:15:00,2
2019-08-04 00:17:00,1
2019-08-04 00:19:00,18
2019-08-04 00:21:00,8
2019-08-04 00:22:00,8
2019-08-04 00:23:00,1
2019-08-04 00:25:00,2
2019-08-04 00:27:00,1
2019-08-04 00:29:00,18
2019-08-04 00:31:00,6
2019-08-04 00:32:00,8
2019-08-04 00:33:00,1
2019-08-04 00:35:00,2
2019-08-04 00:37:00,1
2019-08-04 00:39:00,18
2019-08-04 00:41:00,2
2019-08-04 00:42:00,12
2019-08-04 00:43:00,1
2019-08-04 00:45:00,2
2019-08-04 00:47:00,1
2019-08-04 00:49:00,18
2019-08-04 00:51:00,6
2019-08-04 00:52:00,8
2019-08-04 00:53:00,1
2019-08-04 00:55:00,2
2019-08-04 00:57:00,1
2019-08-04 00:59:00,18
2019-08-04 01:01:00,1
2019-08-04 01:02:00,13
2019-08-04 01:03:00,1
2019-08-04 01:05:00,2
2019-08-04 01:07:00,1
2019-08-04 01:09:00,18
2019-08-04 01:11:00,1
2019-08-04 01:12:00,13
2019-08-04 01:13:00,1
2019-08-04 01:15:00,2
2019-08-04 01:17:00,1
2019-08-04 01:19:00,18
2019-08-04 01:21:00,1
2019-08-04 01:22:00,13
2019-08-04 01:23:00,1
2019-08-04 01:25:00,2
2019-08-04 01:27:00,1
2019-08-04 01:29:00,16
2019-08-04 01:30:00,2
2019-08-04 01:31:00,1
2019-08-04 01:32:00,14
2019-08-04 01:33:00,1
2019-08-04 01:35:00,2
2019-08-04 01:37:00,1
2019-08-04 01:39:00,17
2019-08-04 01:40:00,1
2019-08-04 01:41:00,1
2019-08-04 01:42:00,13
2019-08-04 01:43:00,1
2019-08-04 01:45:00,2
2019-08-04 01:47:00,1
2019-08-04 01:49:00,17
2019-08-04 01:50:00,1
2019-08-04 01:51:00,1
2019-08-04 01:52:00,13
2019-08-04 01:53:00,1
2019-08-04 01:55:00,2
2019-08-04 01:57:00,1
2019-08-04 01:59:00,16
2019-08-04 02:00:00,2
2019-08-04 02:01:00,1
2019-08-04 02:02:00,15
2019-08-04 02:03:00,1
2019-08-04 02:05:00,2
2019-08-04 02:07:00,1
2019-08-04 02:09:00,17
2019-08-04 02:10:00,1
2019-08-04 02:11:00,1
2019-08-04 02:12:00,14
2019-08-04 02:13:00,1
2019-08-04 02:15:00,2
2019-08-04 02:17:00,1
2019-08-04 02:19:00,17
2019-08-04 02:20:00,1
2019-08-04 02:21:00,1
2019-08-04 02:22:00,13
2019-08-04 02:23:00,1
2019-08-04 02:25:00,2
2019-08-04 02:27:00,1
2019-08-04 02:29:00,18
2019-08-04 02:30:00,1
2019-08-04 02:31:00,1
2019-08-04 02:32:00,14
2019-08-04 02:33:00,1
2019-08-04 02:35:00,2
2019-08-04 02:37:00,1
2019-08-04 02:39:00,17
2019-08-04 02:40:00,1
2019-08-04 02:41:00,1
2019-08-04 02:42:00,14
2019-08-04 02:43:00,1
2019-08-04 02:45:00,2
2019-08-04 02:47:00,1
2019-08-04 02:49:00,18
2019-08-04 02:50:00,1
2019-08-04 02:51:00,1
2019-08-04 02:52:00,13
2019-08-04 02:53:00,1
2019-08-04 02:55:00,2
2019-08-04 02:57:00,1
2019-08-04 02:59:00,17
2019-08-04 03:00:00,1
2019-08-04 03:01:00,1
2019-08-04 03:02:00,13
2019-08-04 03:03:00,1
2019-08-04 03:05:00,2
2019-08-04 03:07:00,1
2019-08-04 03:09:00,16
2019-08-04 03:10:00,2
2019-08-04 03:11:00,1
2019-08-04 03:12:00,16
2019-08-04 03:13:00,1
2019-08-04 03:15:00,2
2019-08-04 03:17:00,1
2019-08-04 03:19:00,16
2019-08-04 03:20:00,2
2019-08-04 03:21:00,1
2019-08-04 03:22:00,13
2019-08-04 03:23:00,1
2019-08-04 03:25:00,2
2019-08-04 03:27:00,1
2019-08-04 03:29:00,16
2019-08-04 03:30:00,2
2019-08-04 03:31:00,1
2019-08-04 03:32:00,16
2019-08-04 03:33:00,1
2019-08-04 03:35:00,2
2019-08-04 03:37:00,1
2019-08-04 03:39:00,16
2019-08-04 03:40:00,2
2019-08-04 03:41:00,1
2019-08-04 03:42:00,13
2019-08-04 03:43:00,1
2019-08-04 03:45:00,2
2019-08-04 03:47:00,1
2019-08-04 03:49:00,16
2019-08-04 03:50:00,2
2019-08-04 03:51:00,1
2019-08-04 03:52:00,14
2019-08-04 03:53:00,1
2019-08-04 03:55:00,2
2019-08-04 03:57:00,1
2019-08-04 03:59:00,16
2019-08-04 04:00:00,2
2019-08-04 04:01:00,1
2019-08-04 04:02:00,13
2019-08-04 04:03:00,1
2019-08-04 04:05:00,2
2019-08-04 04:07:00,1
2019-08-04 04:09:00,16
2019-08-04 04:10:00,2
2019-08-04 04:11:00,1
2019-08-04 04:12:00,13
2019-08-04 04:13:00,1
2019-08-04 04:15:00,2
2019-08-04 04:17:00,1
2019-08-04 04:19:00,16
2019-08-04 04:20:00,2
2019-08-04 04:21:00,1
2019-08-04 04:22:00,13
2019-08-04 04:23:00,1
2019-08-04 04:25:00,2
2019-08-04 04:27:00,1
2019-08-04 04:29:00,16
