14,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-08-04 14:17:00,1
2019-08-04 14:26:00,1
2019-08-04 14:35:00,1
2019-08-04 14:39:00,1
2019-08-04 14:45:00,1
2019-08-04 14:47:00,1
2019-08-04 14:50:00,1
2019-08-04 14:58:00,1
2019-08-04 15:00:00,1
2019-08-04 15:02:00,1
2019-08-04 15:09:00,1
2019-08-04 15:18:00,1
2019-08-04 15:21:00,1
2019-08-04 15:24:00,1
