11020,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-08-04 00:00:00,1
2019-08-04 00:01:00,30
2019-08-04 00:02:00,7
2019-08-04 00:03:00,1
2019-08-04 00:04:00,1
2019-08-04 00:06:00,2
2019-08-04 00:07:00,34
2019-08-04 00:10:00,1
2019-08-04 00:11:00,30
2019-08-04 00:12:00,7
2019-08-04 00:13:00,1
2019-08-04 00:14:00,1
2019-08-04 00:16:00,2
2019-08-04 00:17:00,34
2019-08-04 00:20:00,1
2019-08-04 00:21:00,31
2019-08-04 00:22:00,7
2019-08-04 00:23:00,4
2019-08-04 00:24:00,1
2019-08-04 00:26:00,2
2019-08-04 00:27:00,34
2019-08-04 00:30:00,1
2019-08-04 00:31:00,30
2019-08-04 00:32:00,7
2019-08-04 00:33:00,1
2019-08-04 00:34:00,1
2019-08-04 00:36:00,2
2019-08-04 00:37:00,34
2019-08-04 00:40:00,1
2019-08-04 00:41:00,30
2019-08-04 00:42:00,7
2019-08-04 00:43:00,1
2019-08-04 00:44:00,1
2019-08-04 00:46:00,2
2019-08-04 00:47:00,34
2019-08-04 00:50:00,1
2019-08-04 00:51:00,30
2019-08-04 00:52:00,7
2019-08-04 00:53:00,1
2019-08-04 00:54:00,1
2019-08-04 00:56:00,2
2019-08-04 00:57:00,34
2019-08-04 01:00:00,1
2019-08-04 01:01:00,27
2019-08-04 01:02:00,10
2019-08-04 01:03:00,1
2019-08-04 01:04:00,2
2019-08-04 01:06:00,2
2019-08-04 01:07:00,34
2019-08-04 01:10:00,2
2019-08-04 01:11:00,29
2019-08-04 01:12:00,8
2019-08-04 01:13:00,2
2019-08-04 01:14:00,1
2019-08-04 01:16:00,2
2019-08-04 01:17:00,35
2019-08-04 01:19:00,1
2019-08-04 01:20:00,1
2019-08-04 01:21:00,29
2019-08-04 01:22:00,8
2019-08-04 01:23:00,1
2019-08-04 01:24:00,1
2019-08-04 01:26:00,2
2019-08-04 01:27:00,36
2019-08-04 01:29:00,1
2019-08-04 01:30:00,2
2019-08-04 01:31:00,29
2019-08-04 01:32:00,8
2019-08-04 01:33:00,2
2019-08-04 01:34:00,1
2019-08-04 01:36:00,2
2019-08-04 01:37:00,37
2019-08-04 01:40:00,2
2019-08-04 01:41:00,28
2019-08-04 01:42:00,9
2019-08-04 01:43:00,1
2019-08-04 01:44:00,1
2019-08-04 01:46:00,2
2019-08-04 01:47:00,34
2019-08-04 01:50:00,1
2019-08-04 01:51:00,31
2019-08-04 01:52:00,8
2019-08-04 01:53:00,1
2019-08-04 01:54:00,1
2019-08-04 01:56:00,2
2019-08-04 01:57:00,34
2019-08-04 02:01:00,29
2019-08-04 02:02:00,9
2019-08-04 02:03:00,1
2019-08-04 02:04:00,1
2019-08-04 02:06:00,2
2019-08-04 02:07:00,34
2019-08-04 02:11:00,30
2019-08-04 02:12:00,8
2019-08-04 02:13:00,1
2019-08-04 02:14:00,1
2019-08-04 02:16:00,2
2019-08-04 02:17:00,34
2019-08-04 02:21:00,30
2019-08-04 02:22:00,8
2019-08-04 02:23:00,1
2019-08-04 02:24:00,1
2019-08-04 02:26:00,2
