35,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-10-05 08:18:00,1
2019-10-05 08:19:00,1
2019-10-05 12:52:00,1
2019-10-05 12:54:00,1
2019-10-05 12:56:00,1
2019-10-05 12:57:00,1
2019-10-05 12:58:00,2
2019-10-05 13:01:00,1
2019-10-05 13:03:00,1
2019-10-05 13:05:00,1
2019-10-05 13:07:00,1
2019-10-05 13:09:00,1
2019-10-05 13:10:00,1
2019-10-05 13:12:00,1
2019-10-05 13:13:00,1
2019-10-05 13:15:00,1
2019-10-05 13:25:00,2
2019-10-05 13:29:00,1
2019-10-05 13:55:00,1
2019-10-05 13:56:00,1
2019-10-05 14:14:00,1
2019-10-05 14:15:00,1
2019-10-05 14:20:00,1
2019-10-05 14:26:00,2
2019-10-05 14:28:00,1
2019-10-05 14:30:00,2
2019-10-05 16:05:00,1
2019-10-05 17:07:00,1
2019-10-05 22:31:00,1
2019-10-05 22:33:00,1
2019-10-05 22:39:00,1
