6,"select top # p.objid,p.u-p.g,p.g-p.r ,p.r-p.i ,p.i-p.z,p.u-p.r,p.l,p.b from star p where b BETWEEN # and # OR b BETWEEN # and #"
2019-10-05 01:14:00,1
2019-10-05 01:32:00,1
2019-10-05 01:38:00,1
2019-10-05 01:44:00,1
2019-10-05 01:51:00,1
2019-10-05 01:53:00,1
