12,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-10-05 13:50:00,1
2019-10-05 13:55:00,1
2019-10-05 14:00:00,1
2019-10-05 14:03:00,1
2019-10-05 14:06:00,1
2019-10-05 14:10:00,1
2019-10-05 14:13:00,1
2019-10-05 14:22:00,1
2019-10-05 14:24:00,1
2019-10-05 14:27:00,1
2019-10-05 14:30:00,1
2019-10-05 14:33:00,1
