5288,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-06-30 00:02:00,5
2019-06-30 00:03:00,4
2019-06-30 00:06:00,2
2019-06-30 00:07:00,17
2019-06-30 00:08:00,4
2019-06-30 00:09:00,4
2019-06-30 00:12:00,5
2019-06-30 00:13:00,4
2019-06-30 00:16:00,2
2019-06-30 00:17:00,17
2019-06-30 00:18:00,4
2019-06-30 00:19:00,4
2019-06-30 00:22:00,5
2019-06-30 00:23:00,4
2019-06-30 00:26:00,2
2019-06-30 00:27:00,17
2019-06-30 00:28:00,5
2019-06-30 00:29:00,5
2019-06-30 00:32:00,5
2019-06-30 00:33:00,4
2019-06-30 00:36:00,2
2019-06-30 00:37:00,16
2019-06-30 00:38:00,5
2019-06-30 00:39:00,4
2019-06-30 00:42:00,5
2019-06-30 00:43:00,4
2019-06-30 00:46:00,2
2019-06-30 00:47:00,17
2019-06-30 00:48:00,4
2019-06-30 00:49:00,4
2019-06-30 00:52:00,5
2019-06-30 00:53:00,4
2019-06-30 00:56:00,2
2019-06-30 00:57:00,15
2019-06-30 00:58:00,6
2019-06-30 00:59:00,4
2019-06-30 01:02:00,5
2019-06-30 01:03:00,4
2019-06-30 01:06:00,2
2019-06-30 01:07:00,15
2019-06-30 01:08:00,6
2019-06-30 01:09:00,4
2019-06-30 01:12:00,5
2019-06-30 01:13:00,4
2019-06-30 01:16:00,2
2019-06-30 01:17:00,15
2019-06-30 01:18:00,6
2019-06-30 01:19:00,4
2019-06-30 01:22:00,5
2019-06-30 01:23:00,4
2019-06-30 01:26:00,2
2019-06-30 01:27:00,15
2019-06-30 01:28:00,6
2019-06-30 01:29:00,4
2019-06-30 01:32:00,7
2019-06-30 01:33:00,5
2019-06-30 01:36:00,2
2019-06-30 01:37:00,15
2019-06-30 01:38:00,6
2019-06-30 01:39:00,6
2019-06-30 01:42:00,5
2019-06-30 01:43:00,4
2019-06-30 01:46:00,2
2019-06-30 01:47:00,15
2019-06-30 01:48:00,6
2019-06-30 01:49:00,4
2019-06-30 01:52:00,5
2019-06-30 01:53:00,4
2019-06-30 01:56:00,2
2019-06-30 01:57:00,15
2019-06-30 01:58:00,6
2019-06-30 01:59:00,6
2019-06-30 02:02:00,5
2019-06-30 02:03:00,4
2019-06-30 02:06:00,2
2019-06-30 02:07:00,15
2019-06-30 02:08:00,6
2019-06-30 02:09:00,4
2019-06-30 02:12:00,5
2019-06-30 02:13:00,4
2019-06-30 02:16:00,2
2019-06-30 02:17:00,15
2019-06-30 02:18:00,6
2019-06-30 02:19:00,4
2019-06-30 02:22:00,6
2019-06-30 02:23:00,4
2019-06-30 02:26:00,2
2019-06-30 02:27:00,15
2019-06-30 02:28:00,6
2019-06-30 02:29:00,4
2019-06-30 02:32:00,5
2019-06-30 02:33:00,4
2019-06-30 02:36:00,2
2019-06-30 02:37:00,12
2019-06-30 02:38:00,9
2019-06-30 02:39:00,4
2019-06-30 02:42:00,5
2019-06-30 02:43:00,4
2019-06-30 02:46:00,2
2019-06-30 02:47:00,13
2019-06-30 02:48:00,8
2019-06-30 02:49:00,4
2019-06-30 02:52:00,5
2019-06-30 02:53:00,5
2019-06-30 02:56:00,2
2019-06-30 02:57:00,10
2019-06-30 02:58:00,11
2019-06-30 02:59:00,4
2019-06-30 03:02:00,5
2019-06-30 03:03:00,4
2019-06-30 03:06:00,2
2019-06-30 03:07:00,10
2019-06-30 03:08:00,13
2019-06-30 03:09:00,4
2019-06-30 03:12:00,5
2019-06-30 03:13:00,4
2019-06-30 03:16:00,2
2019-06-30 03:17:00,12
2019-06-30 03:18:00,13
2019-06-30 03:19:00,4
2019-06-30 03:22:00,5
2019-06-30 03:23:00,4
2019-06-30 03:26:00,2
2019-06-30 03:27:00,10
2019-06-30 03:28:00,12
2019-06-30 03:29:00,4
2019-06-30 03:32:00,3
2019-06-30 03:33:00,6
2019-06-30 03:36:00,2
2019-06-30 03:37:00,10
2019-06-30 03:38:00,11
2019-06-30 03:39:00,4
2019-06-30 03:42:00,3
2019-06-30 03:43:00,6
2019-06-30 03:46:00,2
2019-06-30 03:47:00,9
2019-06-30 03:48:00,12
2019-06-30 03:49:00,4
2019-06-30 03:52:00,3
2019-06-30 03:53:00,5
2019-06-30 03:54:00,1
2019-06-30 03:56:00,2
2019-06-30 03:57:00,10
2019-06-30 03:58:00,11
2019-06-30 03:59:00,4
2019-06-30 04:02:00,3
2019-06-30 04:03:00,5
2019-06-30 04:04:00,2
2019-06-30 04:06:00,2
2019-06-30 04:07:00,10
2019-06-30 04:08:00,13
2019-06-30 04:09:00,4
2019-06-30 04:12:00,3
2019-06-30 04:13:00,5
2019-06-30 04:14:00,1
2019-06-30 04:16:00,2
2019-06-30 04:17:00,10
2019-06-30 04:18:00,14
2019-06-30 04:19:00,4
2019-06-30 04:22:00,3
2019-06-30 04:23:00,5
2019-06-30 04:24:00,1
2019-06-30 04:26:00,2
2019-06-30 04:27:00,10
2019-06-30 04:28:00,11
2019-06-30 04:29:00,4
2019-06-30 04:32:00,3
2019-06-30 04:33:00,5
2019-06-30 04:34:00,1
2019-06-30 04:36:00,2
2019-06-30 04:37:00,10
2019-06-30 04:38:00,11
2019-06-30 04:39:00,4
2019-06-30 04:42:00,3
2019-06-30 04:43:00,5
2019-06-30 04:44:00,1
2019-06-30 04:46:00,2
2019-06-30 04:47:00,10
2019-06-30 04:48:00,11
2019-06-30 04:49:00,4
2019-06-30 04:52:00,3
2019-06-30 04:53:00,5
2019-06-30 04:54:00,2
2019-06-30 04:56:00,2
2019-06-30 04:57:00,7
2019-06-30 04:58:00,14
2019-06-30 04:59:00,4
2019-06-30 05:02:00,3
2019-06-30 05:03:00,5
2019-06-30 05:04:00,1
2019-06-30 05:06:00,2
2019-06-30 05:07:00,10
2019-06-30 05:08:00,12
2019-06-30 05:09:00,4
2019-06-30 05:12:00,3
2019-06-30 05:13:00,5
2019-06-30 05:14:00,1
2019-06-30 05:16:00,2
2019-06-30 05:17:00,5
2019-06-30 05:18:00,16
2019-06-30 05:19:00,4
2019-06-30 05:22:00,3
2019-06-30 05:23:00,6
2019-06-30 05:24:00,1
2019-06-30 05:26:00,2
2019-06-30 05:27:00,5
2019-06-30 05:28:00,16
2019-06-30 05:29:00,4
2019-06-30 05:32:00,3
2019-06-30 05:33:00,6
2019-06-30 05:34:00,1
2019-06-30 05:36:00,2
2019-06-30 05:37:00,3
2019-06-30 05:38:00,19
2019-06-30 05:39:00,4
2019-06-30 05:42:00,3
2019-06-30 05:43:00,5
2019-06-30 05:44:00,1
2019-06-30 05:46:00,2
2019-06-30 05:47:00,4
2019-06-30 05:48:00,18
2019-06-30 05:49:00,4
2019-06-30 05:52:00,3
2019-06-30 05:53:00,5
2019-06-30 05:54:00,1
2019-06-30 05:56:00,2
2019-06-30 05:57:00,2
2019-06-30 05:58:00,20
2019-06-30 05:59:00,4
2019-06-30 06:03:00,8
2019-06-30 06:04:00,1
2019-06-30 06:06:00,2
2019-06-30 06:07:00,2
2019-06-30 06:08:00,20
2019-06-30 06:09:00,4
2019-06-30 06:13:00,9
2019-06-30 06:14:00,1
2019-06-30 06:16:00,2
2019-06-30 06:17:00,2
2019-06-30 06:18:00,19
2019-06-30 06:19:00,4
2019-06-30 06:23:00,9
2019-06-30 06:24:00,1
2019-06-30 06:26:00,2
2019-06-30 06:27:00,2
2019-06-30 06:28:00,19
2019-06-30 06:29:00,4
2019-06-30 06:33:00,8
2019-06-30 06:34:00,2
2019-06-30 06:36:00,2
2019-06-30 06:37:00,2
2019-06-30 06:38:00,20
2019-06-30 06:39:00,4
2019-06-30 06:43:00,8
2019-06-30 06:44:00,1
2019-06-30 06:46:00,2
2019-06-30 06:47:00,2
2019-06-30 06:48:00,19
2019-06-30 06:49:00,4
