197,"select or (#,#)=(select*from(select name_const(CHAR(#,#,#,#,#,#,#,#,#),#),name_const(CHAR(#,#,#,#,#,#,#,#,#),#))a) -- and #=#"
2019-06-30 12:53:00,1
2019-06-30 12:56:00,1
2019-06-30 13:00:00,1
2019-06-30 13:03:00,1
2019-06-30 13:07:00,1
2019-06-30 13:09:00,1
2019-06-30 13:11:00,1
2019-06-30 13:14:00,1
2019-06-30 13:18:00,1
2019-06-30 13:20:00,1
2019-06-30 13:24:00,1
2019-06-30 13:27:00,1
2019-06-30 13:29:00,1
2019-06-30 13:32:00,1
2019-06-30 13:38:00,1
2019-06-30 13:45:00,1
2019-06-30 13:47:00,1
2019-06-30 13:51:00,1
2019-06-30 13:55:00,1
2019-06-30 14:01:00,1
2019-06-30 14:04:00,1
2019-06-30 14:06:00,1
2019-06-30 14:09:00,1
2019-06-30 14:12:00,1
2019-06-30 14:16:00,1
2019-06-30 14:19:00,1
2019-06-30 14:23:00,1
2019-06-30 14:26:00,1
2019-06-30 14:29:00,1
2019-06-30 14:31:00,1
2019-06-30 14:41:00,1
2019-06-30 14:44:00,1
2019-06-30 14:51:00,1
2019-06-30 14:53:00,1
2019-06-30 14:59:00,1
2019-06-30 15:02:00,1
2019-06-30 15:05:00,1
2019-06-30 15:08:00,1
2019-06-30 15:15:00,1
2019-06-30 15:17:00,1
2019-06-30 15:21:00,1
2019-06-30 15:23:00,1
2019-06-30 15:27:00,1
2019-06-30 15:30:00,1
2019-06-30 15:32:00,1
2019-06-30 15:42:00,1
2019-06-30 15:44:00,1
