86,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-24 06:38:00,6
2019-08-24 06:39:00,2
2019-08-24 06:41:00,4
2019-08-24 06:44:00,2
2019-08-24 06:48:00,2
2019-08-24 06:49:00,1
2019-08-24 06:51:00,1
2019-08-24 06:59:00,8
2019-08-24 07:02:00,1
2019-08-24 07:05:00,2
2019-08-24 07:09:00,2
2019-08-24 07:10:00,3
2019-08-24 07:11:00,2
2019-08-24 07:12:00,1
2019-08-24 07:16:00,2
2019-08-24 07:20:00,8
2019-08-24 07:22:00,1
2019-08-24 09:03:00,8
2019-08-24 09:04:00,2
2019-08-24 09:06:00,1
2019-08-24 09:13:00,4
2019-08-24 09:14:00,1
2019-08-24 09:16:00,1
2019-08-24 09:24:00,3
2019-08-24 09:27:00,1
2019-08-24 09:30:00,2
2019-08-24 09:34:00,3
2019-08-24 09:37:00,2
2019-08-24 09:41:00,2
2019-08-24 09:44:00,2
2019-08-24 09:45:00,3
2019-08-24 09:48:00,3
