46,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-08-24 00:07:00,1
2019-08-24 00:08:00,1
2019-08-24 00:13:00,1
2019-08-24 00:16:00,1
2019-08-24 00:18:00,1
2019-08-24 00:19:00,1
2019-08-24 00:22:00,1
2019-08-24 00:25:00,1
2019-08-24 00:27:00,1
2019-08-24 00:29:00,1
2019-08-24 00:31:00,1
2019-08-24 00:32:00,1
2019-08-24 00:35:00,1
2019-08-24 00:37:00,1
2019-08-24 00:39:00,1
2019-08-24 00:40:00,1
2019-08-24 00:43:00,1
2019-08-24 00:46:00,2
2019-08-24 00:49:00,1
2019-08-24 00:51:00,1
2019-08-24 00:54:00,1
2019-08-24 00:58:00,1
2019-08-24 00:59:00,1
2019-08-24 01:01:00,1
2019-08-24 01:03:00,1
2019-08-24 01:51:00,1
2019-08-24 01:56:00,1
2019-08-24 02:01:00,1
2019-08-24 04:29:00,1
2019-08-24 04:36:00,1
2019-08-24 04:39:00,1
2019-08-24 04:49:00,2
2019-08-24 04:57:00,1
2019-08-24 04:58:00,1
2019-08-24 04:59:00,1
2019-08-24 05:01:00,1
2019-08-24 05:03:00,1
2019-08-24 05:11:00,2
2019-08-24 05:13:00,1
2019-08-24 05:14:00,1
2019-08-24 09:13:00,1
2019-08-24 09:18:00,1
2019-08-24 09:25:00,1
