43,select * from Photoz where objid=#
2019-08-24 00:07:00,1
2019-08-24 01:09:00,1
2019-08-24 01:57:00,1
2019-08-24 02:53:00,1
2019-08-24 03:09:00,1
2019-08-24 05:16:00,1
2019-08-24 05:47:00,1
2019-08-24 05:50:00,1
2019-08-24 07:59:00,1
2019-08-24 08:15:00,1
2019-08-24 09:50:00,1
2019-08-24 10:55:00,6
2019-08-24 10:56:00,12
2019-08-24 11:24:00,1
2019-08-24 11:45:00,1
2019-08-24 11:57:00,1
2019-08-24 12:01:00,1
2019-08-24 13:21:00,2
2019-08-24 16:11:00,1
2019-08-24 19:30:00,1
2019-08-24 19:35:00,1
2019-08-24 20:44:00,1
2019-08-24 22:07:00,1
2019-08-24 22:44:00,1
2019-08-24 22:48:00,1
2019-08-24 22:58:00,1
