14751,"SELECT  top # &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-08-24 00:01:00,30
2019-08-24 00:03:00,31
2019-08-24 00:04:00,3
2019-08-24 00:05:00,20
2019-08-24 00:06:00,9
2019-08-24 00:09:00,10
2019-08-24 00:11:00,30
2019-08-24 00:13:00,31
2019-08-24 00:14:00,3
2019-08-24 00:15:00,19
2019-08-24 00:16:00,9
2019-08-24 00:19:00,10
2019-08-24 00:21:00,30
2019-08-24 00:23:00,31
2019-08-24 00:24:00,3
2019-08-24 00:25:00,20
2019-08-24 00:26:00,9
2019-08-24 00:29:00,10
2019-08-24 00:31:00,30
2019-08-24 00:33:00,31
2019-08-24 00:34:00,3
2019-08-24 00:35:00,20
2019-08-24 00:36:00,9
2019-08-24 00:39:00,10
2019-08-24 00:41:00,30
2019-08-24 00:43:00,31
2019-08-24 00:44:00,3
2019-08-24 00:45:00,19
2019-08-24 00:46:00,9
2019-08-24 00:49:00,10
2019-08-24 00:51:00,30
2019-08-24 00:53:00,31
2019-08-24 00:54:00,3
2019-08-24 00:55:00,19
2019-08-24 00:56:00,9
2019-08-24 00:59:00,10
2019-08-24 01:01:00,30
2019-08-24 01:03:00,31
2019-08-24 01:04:00,3
2019-08-24 01:05:00,21
2019-08-24 01:06:00,9
2019-08-24 01:09:00,10
2019-08-24 01:11:00,30
2019-08-24 01:13:00,31
2019-08-24 01:14:00,3
2019-08-24 01:15:00,19
2019-08-24 01:16:00,9
2019-08-24 01:19:00,10
2019-08-24 01:21:00,30
2019-08-24 01:23:00,31
2019-08-24 01:24:00,3
2019-08-24 01:25:00,19
2019-08-24 01:26:00,9
2019-08-24 01:29:00,10
2019-08-24 01:31:00,32
2019-08-24 01:33:00,31
2019-08-24 01:34:00,3
2019-08-24 01:35:00,19
2019-08-24 01:36:00,10
2019-08-24 01:39:00,10
2019-08-24 01:41:00,30
2019-08-24 01:43:00,31
2019-08-24 01:44:00,3
2019-08-24 01:45:00,19
2019-08-24 01:46:00,9
2019-08-24 01:49:00,10
2019-08-24 01:51:00,30
2019-08-24 01:53:00,31
2019-08-24 01:54:00,3
2019-08-24 01:55:00,19
2019-08-24 01:56:00,9
2019-08-24 01:59:00,10
2019-08-24 02:01:00,30
2019-08-24 02:03:00,31
2019-08-24 02:04:00,3
2019-08-24 02:05:00,3
2019-08-24 02:06:00,9
2019-08-24 02:09:00,10
2019-08-24 02:11:00,30
2019-08-24 02:13:00,31
2019-08-24 02:14:00,3
2019-08-24 02:15:00,19
2019-08-24 02:16:00,10
2019-08-24 02:19:00,10
2019-08-24 02:21:00,30
2019-08-24 02:23:00,31
2019-08-24 02:24:00,3
2019-08-24 02:25:00,19
2019-08-24 02:26:00,9
2019-08-24 02:29:00,10
2019-08-24 02:31:00,30
2019-08-24 02:33:00,31
2019-08-24 02:34:00,3
2019-08-24 02:35:00,19
2019-08-24 02:36:00,9
2019-08-24 02:39:00,10
2019-08-24 02:41:00,30
2019-08-24 02:43:00,31
2019-08-24 02:44:00,3
2019-08-24 02:45:00,19
2019-08-24 02:46:00,9
2019-08-24 02:49:00,12
2019-08-24 02:51:00,30
2019-08-24 02:53:00,31
2019-08-24 02:54:00,3
2019-08-24 02:55:00,19
2019-08-24 02:56:00,10
2019-08-24 02:59:00,10
2019-08-24 03:01:00,30
2019-08-24 03:03:00,31
2019-08-24 03:04:00,3
2019-08-24 03:05:00,3
2019-08-24 03:06:00,9
2019-08-24 03:09:00,10
2019-08-24 03:11:00,30
2019-08-24 03:13:00,31
2019-08-24 03:14:00,3
2019-08-24 03:15:00,19
2019-08-24 03:16:00,9
2019-08-24 03:19:00,10
2019-08-24 03:21:00,30
2019-08-24 03:23:00,31
2019-08-24 03:24:00,3
2019-08-24 03:25:00,19
2019-08-24 03:26:00,9
2019-08-24 03:29:00,10
2019-08-24 03:31:00,30
2019-08-24 03:33:00,32
2019-08-24 03:35:00,23
2019-08-24 03:36:00,11
2019-08-24 03:39:00,10
2019-08-24 03:41:00,30
2019-08-24 03:43:00,31
2019-08-24 03:45:00,22
2019-08-24 03:46:00,9
2019-08-24 03:49:00,10
2019-08-24 03:51:00,30
2019-08-24 03:53:00,31
2019-08-24 03:55:00,22
2019-08-24 03:56:00,11
2019-08-24 03:59:00,12
2019-08-24 04:01:00,30
2019-08-24 04:03:00,31
2019-08-24 04:05:00,6
2019-08-24 04:06:00,10
2019-08-24 04:09:00,10
2019-08-24 04:11:00,32
2019-08-24 04:13:00,33
2019-08-24 04:15:00,22
2019-08-24 04:16:00,10
2019-08-24 04:19:00,12
2019-08-24 04:21:00,30
2019-08-24 04:23:00,32
2019-08-24 04:25:00,22
2019-08-24 04:26:00,9
2019-08-24 04:29:00,10
2019-08-24 04:31:00,34
2019-08-24 04:33:00,31
2019-08-24 04:35:00,22
2019-08-24 04:36:00,9
2019-08-24 04:39:00,10
2019-08-24 04:41:00,32
2019-08-24 04:43:00,31
2019-08-24 04:45:00,22
2019-08-24 04:46:00,9
2019-08-24 04:49:00,10
2019-08-24 04:51:00,32
2019-08-24 04:53:00,32
2019-08-24 04:55:00,22
2019-08-24 04:56:00,9
2019-08-24 04:59:00,10
2019-08-24 05:01:00,32
2019-08-24 05:03:00,31
2019-08-24 05:05:00,22
2019-08-24 05:06:00,9
2019-08-24 05:09:00,10
2019-08-24 05:11:00,32
2019-08-24 05:13:00,33
2019-08-24 05:15:00,26
2019-08-24 05:16:00,9
2019-08-24 05:19:00,10
2019-08-24 05:21:00,36
2019-08-24 05:23:00,31
2019-08-24 05:25:00,22
2019-08-24 05:26:00,9
2019-08-24 05:29:00,10
2019-08-24 05:31:00,32
2019-08-24 05:33:00,31
2019-08-24 05:35:00,22
2019-08-24 05:36:00,9
2019-08-24 05:39:00,10
2019-08-24 05:41:00,33
2019-08-24 05:43:00,31
2019-08-24 05:45:00,22
2019-08-24 05:46:00,9
2019-08-24 05:49:00,10
2019-08-24 05:51:00,32
2019-08-24 05:53:00,33
2019-08-24 05:55:00,22
2019-08-24 05:56:00,9
2019-08-24 05:59:00,10
2019-08-24 06:01:00,30
2019-08-24 06:03:00,31
2019-08-24 06:05:00,22
2019-08-24 06:06:00,9
2019-08-24 06:09:00,10
2019-08-24 06:11:00,30
2019-08-24 06:13:00,31
2019-08-24 06:15:00,22
2019-08-24 06:16:00,9
2019-08-24 06:19:00,9
2019-08-24 06:20:00,1
2019-08-24 06:21:00,30
2019-08-24 06:23:00,31
2019-08-24 06:25:00,22
2019-08-24 06:26:00,10
2019-08-24 06:29:00,9
2019-08-24 06:30:00,1
2019-08-24 06:31:00,32
2019-08-24 06:33:00,33
2019-08-24 06:35:00,24
2019-08-24 06:36:00,9
2019-08-24 06:39:00,9
2019-08-24 06:40:00,1
2019-08-24 06:41:00,31
2019-08-24 06:43:00,34
2019-08-24 06:45:00,22
2019-08-24 06:46:00,9
2019-08-24 06:49:00,9
2019-08-24 06:50:00,1
2019-08-24 06:51:00,32
2019-08-24 06:53:00,32
2019-08-24 06:55:00,22
2019-08-24 06:56:00,9
2019-08-24 06:59:00,8
2019-08-24 07:00:00,2
2019-08-24 07:01:00,30
2019-08-24 07:03:00,31
2019-08-24 07:05:00,22
2019-08-24 07:06:00,9
2019-08-24 07:09:00,8
2019-08-24 07:10:00,2
2019-08-24 07:11:00,32
2019-08-24 07:13:00,31
2019-08-24 07:15:00,22
2019-08-24 07:16:00,9
2019-08-24 07:19:00,8
2019-08-24 07:20:00,2
2019-08-24 07:21:00,46
2019-08-24 07:23:00,36
2019-08-24 07:25:00,22
2019-08-24 07:26:00,9
2019-08-24 07:29:00,8
2019-08-24 07:30:00,2
2019-08-24 07:31:00,30
2019-08-24 07:33:00,34
2019-08-24 07:35:00,22
2019-08-24 07:36:00,9
2019-08-24 07:39:00,8
2019-08-24 07:40:00,2
2019-08-24 07:41:00,32
2019-08-24 07:43:00,31
2019-08-24 07:45:00,22
2019-08-24 07:46:00,9
2019-08-24 07:49:00,8
2019-08-24 07:50:00,2
2019-08-24 07:51:00,32
2019-08-24 07:53:00,31
2019-08-24 07:55:00,22
2019-08-24 07:56:00,9
2019-08-24 07:59:00,8
2019-08-24 08:00:00,2
2019-08-24 08:01:00,32
2019-08-24 08:03:00,31
2019-08-24 08:05:00,22
2019-08-24 08:06:00,9
2019-08-24 08:09:00,8
2019-08-24 08:10:00,2
2019-08-24 08:11:00,31
2019-08-24 08:13:00,31
2019-08-24 08:15:00,22
2019-08-24 08:16:00,9
2019-08-24 08:19:00,8
2019-08-24 08:20:00,2
2019-08-24 08:21:00,30
2019-08-24 08:23:00,31
2019-08-24 08:25:00,22
2019-08-24 08:26:00,9
2019-08-24 08:29:00,7
2019-08-24 08:30:00,3
2019-08-24 08:31:00,31
2019-08-24 08:33:00,31
2019-08-24 08:35:00,22
2019-08-24 08:36:00,10
2019-08-24 08:39:00,7
2019-08-24 08:40:00,3
2019-08-24 08:41:00,30
2019-08-24 08:43:00,32
2019-08-24 08:45:00,22
2019-08-24 08:46:00,9
2019-08-24 08:49:00,7
2019-08-24 08:50:00,3
2019-08-24 08:51:00,30
2019-08-24 08:53:00,31
2019-08-24 08:55:00,22
2019-08-24 08:56:00,9
2019-08-24 08:59:00,7
2019-08-24 09:00:00,3
2019-08-24 09:01:00,32
2019-08-24 09:03:00,31
2019-08-24 09:05:00,22
2019-08-24 09:06:00,9
2019-08-24 09:09:00,7
2019-08-24 09:10:00,3
2019-08-24 09:11:00,30
2019-08-24 09:13:00,31
2019-08-24 09:15:00,22
2019-08-24 09:16:00,10
2019-08-24 09:19:00,7
2019-08-24 09:20:00,3
2019-08-24 09:21:00,30
2019-08-24 09:23:00,31
2019-08-24 09:25:00,23
2019-08-24 09:26:00,10
2019-08-24 09:29:00,9
2019-08-24 09:30:00,3
2019-08-24 09:31:00,32
2019-08-24 09:33:00,31
2019-08-24 09:35:00,22
2019-08-24 09:36:00,9
2019-08-24 09:39:00,7
2019-08-24 09:40:00,3
2019-08-24 09:41:00,30
2019-08-24 09:43:00,33
2019-08-24 09:45:00,23
2019-08-24 09:46:00,10
2019-08-24 09:49:00,7
2019-08-24 09:50:00,3
2019-08-24 09:51:00,30
2019-08-24 09:53:00,33
2019-08-24 09:55:00,22
2019-08-24 09:56:00,10
2019-08-24 09:59:00,7
2019-08-24 10:00:00,3
2019-08-24 10:01:00,30
2019-08-24 10:03:00,31
2019-08-24 10:05:00,22
2019-08-24 10:06:00,9
2019-08-24 10:09:00,7
2019-08-24 10:10:00,3
2019-08-24 10:11:00,32
2019-08-24 10:13:00,32
2019-08-24 10:15:00,8
2019-08-24 10:16:00,23
2019-08-24 10:19:00,7
2019-08-24 10:20:00,3
2019-08-24 10:21:00,30
2019-08-24 10:23:00,31
2019-08-24 10:25:00,9
2019-08-24 10:26:00,23
2019-08-24 10:29:00,7
2019-08-24 10:30:00,3
2019-08-24 10:31:00,32
2019-08-24 10:33:00,31
2019-08-24 10:35:00,12
2019-08-24 10:36:00,22
2019-08-24 10:39:00,6
2019-08-24 10:40:00,4
2019-08-24 10:41:00,32
2019-08-24 10:43:00,31
2019-08-24 10:45:00,9
2019-08-24 10:46:00,22
2019-08-24 10:49:00,7
2019-08-24 10:50:00,3
2019-08-24 10:51:00,32
2019-08-24 10:53:00,33
2019-08-24 10:55:00,9
2019-08-24 10:56:00,23
2019-08-24 10:59:00,6
2019-08-24 11:00:00,4
2019-08-24 11:01:00,30
2019-08-24 11:03:00,31
2019-08-24 11:05:00,9
2019-08-24 11:06:00,22
2019-08-24 11:09:00,6
2019-08-24 11:10:00,4
2019-08-24 11:11:00,30
2019-08-24 11:13:00,32
2019-08-24 11:15:00,9
2019-08-24 11:16:00,22
2019-08-24 11:19:00,7
2019-08-24 11:20:00,3
2019-08-24 11:21:00,32
2019-08-24 11:23:00,31
2019-08-24 11:25:00,6
2019-08-24 11:26:00,25
2019-08-24 11:29:00,7
2019-08-24 11:30:00,3
2019-08-24 11:31:00,30
2019-08-24 11:33:00,32
2019-08-24 11:35:00,6
2019-08-24 11:36:00,25
2019-08-24 11:39:00,9
2019-08-24 11:40:00,3
2019-08-24 11:41:00,32
2019-08-24 11:43:00,32
2019-08-24 11:45:00,6
2019-08-24 11:46:00,25
2019-08-24 11:49:00,7
2019-08-24 11:50:00,3
2019-08-24 11:51:00,32
2019-08-24 11:53:00,31
2019-08-24 11:55:00,6
2019-08-24 11:56:00,25
2019-08-24 11:59:00,7
2019-08-24 12:00:00,3
2019-08-24 12:01:00,30
2019-08-24 12:03:00,31
2019-08-24 12:05:00,5
2019-08-24 12:06:00,25
2019-08-24 12:09:00,7
2019-08-24 12:10:00,3
2019-08-24 12:11:00,32
2019-08-24 12:13:00,31
2019-08-24 12:15:00,5
2019-08-24 12:16:00,25
2019-08-24 12:19:00,7
2019-08-24 12:20:00,3
2019-08-24 12:21:00,32
2019-08-24 12:23:00,31
2019-08-24 12:25:00,5
2019-08-24 12:26:00,25
2019-08-24 12:29:00,6
2019-08-24 12:30:00,4
2019-08-24 12:31:00,30
2019-08-24 12:33:00,31
2019-08-24 12:35:00,5
2019-08-24 12:36:00,25
2019-08-24 12:39:00,7
2019-08-24 12:40:00,3
2019-08-24 12:41:00,36
2019-08-24 12:43:00,34
2019-08-24 12:45:00,5
2019-08-24 12:46:00,25
2019-08-24 12:49:00,7
2019-08-24 12:50:00,3
2019-08-24 12:51:00,34
2019-08-24 12:53:00,31
2019-08-24 12:55:00,4
2019-08-24 12:56:00,25
2019-08-24 12:59:00,1
2019-08-24 13:00:00,11
2019-08-24 13:01:00,30
2019-08-24 13:03:00,31
2019-08-24 13:05:00,4
2019-08-24 13:06:00,25
2019-08-24 13:09:00,1
