20,"SELECT ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM Star WHERE ra BETWEEN # AND # AND dec BETWEEN # and # AND g<#"
2019-08-24 00:03:00,1
2019-08-24 01:36:00,1
2019-08-24 02:39:00,1
2019-08-24 03:34:00,1
2019-08-24 04:41:00,1
2019-08-24 05:03:00,1
2019-08-24 05:33:00,1
2019-08-24 05:43:00,1
2019-08-24 05:47:00,1
2019-08-24 05:58:00,1
2019-08-24 06:13:00,1
2019-08-24 06:21:00,1
2019-08-24 06:24:00,1
2019-08-24 06:33:00,2
2019-08-24 06:42:00,1
2019-08-24 06:53:00,1
2019-08-24 07:19:00,1
2019-08-24 07:20:00,1
2019-08-24 07:27:00,1
