86,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-08-24 01:38:00,1
2019-08-24 01:40:00,1
2019-08-24 03:52:00,1
2019-08-24 03:55:00,1
2019-08-24 04:15:00,1
2019-08-24 06:45:00,1
2019-08-24 06:56:00,1
2019-08-24 06:57:00,9
2019-08-24 07:56:00,1
2019-08-24 08:39:00,1
2019-08-24 09:57:00,1
2019-08-24 10:11:00,2
2019-08-24 10:24:00,1
2019-08-24 10:46:00,1
2019-08-24 10:48:00,1
2019-08-24 11:15:00,1
2019-08-24 11:23:00,1
2019-08-24 11:26:00,1
2019-08-24 11:31:00,1
2019-08-24 11:48:00,1
2019-08-24 11:51:00,4
2019-08-24 11:55:00,1
2019-08-24 11:56:00,10
2019-08-24 12:15:00,1
2019-08-24 12:39:00,1
2019-08-24 13:01:00,1
2019-08-24 13:02:00,4
2019-08-24 13:03:00,1
2019-08-24 13:05:00,6
2019-08-24 13:06:00,3
2019-08-24 13:08:00,3
2019-08-24 13:09:00,2
2019-08-24 13:12:00,7
2019-08-24 13:13:00,5
2019-08-24 19:18:00,1
2019-08-24 22:10:00,1
2019-08-24 22:16:00,1
2019-08-24 22:18:00,1
2019-08-24 22:26:00,1
2019-08-24 23:00:00,1
2019-08-24 23:01:00,2
