171,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-01-26 00:59:00,1
2019-01-26 01:16:00,8
2019-01-26 01:17:00,1
2019-01-26 01:36:00,18
2019-01-26 01:40:00,9
2019-01-26 01:58:00,1
2019-01-26 02:13:00,1
2019-01-26 02:58:00,1
2019-01-26 03:25:00,2
2019-01-26 03:31:00,1
2019-01-26 03:33:00,8
2019-01-26 03:34:00,1
2019-01-26 03:36:00,9
2019-01-26 03:58:00,1
2019-01-26 04:58:00,2
2019-01-26 05:00:00,1
2019-01-26 05:21:00,1
2019-01-26 05:33:00,1
2019-01-26 05:58:00,1
2019-01-26 06:09:00,9
2019-01-26 06:28:00,3
2019-01-26 06:43:00,3
2019-01-26 06:54:00,3
2019-01-26 06:58:00,1
2019-01-26 07:57:00,1
2019-01-26 08:27:00,9
2019-01-26 08:57:00,1
2019-01-26 09:13:00,9
2019-01-26 09:58:00,1
2019-01-26 10:44:00,9
2019-01-26 10:58:00,1
2019-01-26 11:58:00,1
2019-01-26 12:36:00,2
2019-01-26 12:37:00,16
2019-01-26 12:59:00,1
2019-01-26 13:58:00,1
2019-01-26 14:58:00,1
2019-01-26 15:16:00,3
2019-01-26 15:17:00,6
2019-01-26 15:58:00,1
2019-01-26 16:58:00,1
2019-01-26 17:33:00,9
2019-01-26 17:58:00,1
2019-01-26 18:32:00,9
2019-01-26 18:58:00,1
