2708,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-01-26 00:13:00,2
2019-01-26 00:21:00,1
2019-01-26 00:24:00,1
2019-01-26 00:25:00,1
2019-01-26 00:39:00,36
2019-01-26 00:40:00,54
2019-01-26 00:41:00,57
2019-01-26 00:42:00,84
2019-01-26 00:43:00,85
2019-01-26 00:44:00,57
2019-01-26 00:45:00,55
2019-01-26 00:46:00,56
2019-01-26 00:47:00,77
2019-01-26 00:48:00,84
2019-01-26 00:49:00,85
2019-01-26 00:50:00,59
2019-01-26 00:57:00,11
2019-01-26 00:58:00,29
2019-01-26 00:59:00,30
2019-01-26 01:00:00,29
2019-01-26 01:01:00,30
2019-01-26 01:02:00,16
2019-01-26 01:38:00,1
2019-01-26 01:40:00,1
2019-01-26 01:41:00,1
2019-01-26 15:59:00,17
2019-01-26 16:00:00,54
2019-01-26 16:01:00,42
2019-01-26 16:02:00,9
2019-01-26 16:03:00,7
2019-01-26 16:08:00,34
2019-01-26 16:09:00,55
2019-01-26 16:10:00,54
2019-01-26 16:11:00,30
2019-01-26 16:16:00,20
2019-01-26 16:17:00,30
2019-01-26 16:18:00,31
2019-01-26 16:19:00,25
2019-01-26 16:33:00,36
2019-01-26 16:34:00,2
2019-01-26 16:40:00,22
2019-01-26 16:41:00,33
2019-01-26 16:42:00,33
2019-01-26 16:43:00,16
2019-01-26 18:28:00,1
2019-01-26 18:29:00,30
2019-01-26 18:30:00,7
2019-01-26 18:31:00,31
2019-01-26 18:32:00,18
2019-01-26 18:33:00,31
2019-01-26 18:34:00,44
2019-01-26 18:35:00,35
2019-01-26 18:36:00,54
2019-01-26 18:37:00,46
2019-01-26 18:38:00,43
2019-01-26 18:39:00,32
2019-01-26 18:41:00,22
2019-01-26 18:42:00,55
2019-01-26 18:43:00,55
2019-01-26 18:44:00,54
2019-01-26 18:45:00,24
2019-01-26 18:46:00,41
2019-01-26 18:47:00,40
2019-01-26 19:10:00,6
2019-01-26 19:14:00,1
2019-01-26 19:15:00,19
2019-01-26 19:16:00,7
2019-01-26 19:17:00,23
2019-01-26 19:18:00,14
2019-01-26 19:19:00,15
2019-01-26 19:20:00,32
2019-01-26 19:21:00,1
2019-01-26 19:22:00,3
2019-01-26 19:23:00,11
2019-01-26 22:19:00,10
2019-01-26 22:20:00,2
2019-01-26 22:47:00,8
2019-01-26 22:51:00,17
2019-01-26 22:52:00,8
2019-01-26 22:54:00,3
2019-01-26 22:55:00,46
2019-01-26 22:56:00,27
2019-01-26 22:57:00,3
2019-01-26 23:04:00,24
2019-01-26 23:05:00,35
2019-01-26 23:10:00,44
2019-01-26 23:11:00,73
2019-01-26 23:12:00,68
2019-01-26 23:13:00,12
2019-01-26 23:36:00,2
2019-01-26 23:37:00,28
2019-01-26 23:40:00,11
