86,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-01-26 04:45:00,1
2019-01-26 05:11:00,1
2019-01-26 05:12:00,2
2019-01-26 08:35:00,1
2019-01-26 08:37:00,1
2019-01-26 09:28:00,1
2019-01-26 09:32:00,2
2019-01-26 09:40:00,2
2019-01-26 09:41:00,1
2019-01-26 09:42:00,1
2019-01-26 09:43:00,2
2019-01-26 09:44:00,1
2019-01-26 09:45:00,1
2019-01-26 09:46:00,1
2019-01-26 09:47:00,1
2019-01-26 09:49:00,2
2019-01-26 09:50:00,4
2019-01-26 09:51:00,3
2019-01-26 09:58:00,4
2019-01-26 09:59:00,3
2019-01-26 10:00:00,2
2019-01-26 10:01:00,2
2019-01-26 10:09:00,1
2019-01-26 10:18:00,1
2019-01-26 11:03:00,1
2019-01-26 11:06:00,2
2019-01-26 11:11:00,1
2019-01-26 11:12:00,1
2019-01-26 11:13:00,1
2019-01-26 11:17:00,1
2019-01-26 11:22:00,1
2019-01-26 11:26:00,2
2019-01-26 11:27:00,1
2019-01-26 11:30:00,3
2019-01-26 11:33:00,1
2019-01-26 11:36:00,1
2019-01-26 11:37:00,2
2019-01-26 11:39:00,1
2019-01-26 11:41:00,2
2019-01-26 11:42:00,1
2019-01-26 11:44:00,2
2019-01-26 11:45:00,3
2019-01-26 11:46:00,2
2019-01-26 11:47:00,1
2019-01-26 11:48:00,2
2019-01-26 11:49:00,2
2019-01-26 11:50:00,1
2019-01-26 11:57:00,1
2019-01-26 12:38:00,1
2019-01-26 15:22:00,1
2019-01-26 15:54:00,1
2019-01-26 18:08:00,1
2019-01-26 19:42:00,1
2019-01-26 19:46:00,1
2019-01-26 19:47:00,1
2019-01-26 21:05:00,1
2019-01-26 21:06:00,1
