1856,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-01-26 13:34:00,94
2019-01-26 13:35:00,71
2019-01-26 13:36:00,304
2019-01-26 13:37:00,179
2019-01-26 13:38:00,101
2019-01-26 13:39:00,137
2019-01-26 13:40:00,8
2019-01-26 13:41:00,71
2019-01-26 13:43:00,38
2019-01-26 13:46:00,37
2019-01-26 13:49:00,125
2019-01-26 13:51:00,106
2019-01-26 13:53:00,59
2019-01-26 13:56:00,85
2019-01-26 13:57:00,46
2019-01-26 14:01:00,118
2019-01-26 14:02:00,54
2019-01-26 14:03:00,23
2019-01-26 14:04:00,15
2019-01-26 14:05:00,97
2019-01-26 14:06:00,32
2019-01-26 14:07:00,56
