15,"select # as Column1, # as Column2"
2019-01-26 18:28:00,2
2019-01-26 18:29:00,3
2019-01-26 18:35:00,2
2019-01-26 18:36:00,3
2019-01-26 18:50:00,3
2019-01-26 18:51:00,2
