414,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-01-26 02:11:00,2
2019-01-26 02:12:00,2
2019-01-26 02:35:00,4
2019-01-26 03:39:00,4
2019-01-26 04:06:00,4
2019-01-26 05:04:00,4
2019-01-26 07:32:00,1
2019-01-26 07:33:00,7
2019-01-26 07:35:00,4
2019-01-26 07:36:00,10
2019-01-26 07:37:00,6
2019-01-26 07:38:00,8
2019-01-26 07:39:00,8
2019-01-26 07:40:00,4
2019-01-26 07:41:00,8
2019-01-26 07:42:00,4
2019-01-26 07:44:00,4
2019-01-26 07:45:00,17
2019-01-26 07:46:00,11
2019-01-26 07:47:00,8
2019-01-26 07:48:00,14
2019-01-26 07:49:00,8
2019-01-26 07:50:00,12
2019-01-26 07:51:00,4
2019-01-26 07:52:00,3
2019-01-26 07:53:00,1
2019-01-26 07:54:00,14
2019-01-26 07:55:00,4
2019-01-26 07:56:00,4
2019-01-26 07:57:00,12
2019-01-26 07:58:00,1
2019-01-26 07:59:00,4
2019-01-26 08:00:00,9
2019-01-26 08:01:00,8
2019-01-26 08:04:00,4
2019-01-26 08:05:00,16
2019-01-26 08:06:00,14
2019-01-26 08:07:00,18
2019-01-26 08:08:00,18
2019-01-26 08:09:00,12
2019-01-26 08:10:00,8
2019-01-26 08:11:00,8
2019-01-26 08:12:00,8
2019-01-26 08:13:00,18
2019-01-26 08:14:00,12
2019-01-26 08:15:00,12
2019-01-26 08:16:00,12
2019-01-26 08:17:00,12
2019-01-26 08:18:00,8
2019-01-26 08:19:00,8
2019-01-26 08:20:00,8
