600,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-11-10 13:21:00,10
2019-11-10 13:22:00,24
2019-11-10 13:23:00,14
2019-11-10 13:50:00,26
2019-11-10 13:51:00,35
2019-11-10 13:52:00,32
2019-11-10 13:53:00,32
2019-11-10 13:54:00,29
2019-11-10 13:55:00,26
2019-11-10 13:56:00,12
2019-11-10 15:25:00,21
2019-11-10 15:26:00,34
2019-11-10 15:27:00,29
2019-11-10 15:28:00,27
2019-11-10 15:29:00,28
2019-11-10 15:30:00,28
2019-11-10 15:31:00,1
2019-11-10 15:43:00,32
2019-11-10 15:44:00,37
2019-11-10 15:45:00,33
2019-11-10 15:46:00,32
2019-11-10 15:47:00,30
2019-11-10 15:48:00,27
2019-11-10 15:49:00,1
