142,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.raErr, p.decErr, p.psfMag_u,p.psfMag_g,p.psfMag_r,p.psfMag_i,p.psfMag_z, p.psfMagErr_u,p.psfMagErr_g,p.psfMagErr_r,p.psfMagErr_i,p.psfMagErr_z, p.petroR5#_u,p.petroR5#_g,p.petroR5#_r,p.petroR5#_i,p.petroR5#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMagErr_u,p.modelMagErr_g,p.modelMagErr_r,p.modelMagErr_i,p.modelMagErr_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-11-10 00:45:00,4
2019-11-10 00:46:00,3
2019-11-10 00:47:00,4
2019-11-10 00:48:00,3
2019-11-10 00:49:00,4
2019-11-10 00:50:00,3
2019-11-10 00:51:00,4
2019-11-10 00:52:00,4
2019-11-10 00:53:00,3
2019-11-10 00:54:00,2
2019-11-10 01:15:00,5
2019-11-10 01:16:00,4
2019-11-10 01:17:00,5
2019-11-10 01:18:00,4
2019-11-10 01:19:00,4
2019-11-10 01:20:00,1
2019-11-10 01:21:00,5
2019-11-10 01:26:00,1
2019-11-10 01:27:00,5
2019-11-10 01:28:00,5
2019-11-10 01:29:00,4
2019-11-10 01:30:00,4
2019-11-10 01:31:00,2
2019-11-10 01:32:00,3
2019-11-10 01:33:00,3
2019-11-10 01:34:00,5
2019-11-10 01:35:00,4
2019-11-10 01:36:00,4
2019-11-10 01:37:00,5
2019-11-10 01:38:00,4
2019-11-10 01:39:00,4
2019-11-10 01:40:00,5
2019-11-10 01:41:00,3
2019-11-10 01:42:00,3
2019-11-10 01:43:00,3
2019-11-10 01:48:00,3
2019-11-10 01:49:00,2
2019-11-10 02:18:00,1
2019-11-10 02:19:00,1
2019-11-10 02:22:00,1
2019-11-10 02:27:00,1
2019-11-10 02:39:00,1
2019-11-10 02:40:00,3
