15,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-11-10 15:01:00,1
2019-11-10 15:05:00,1
2019-11-10 15:08:00,1
2019-11-10 15:13:00,1
2019-11-10 15:24:00,1
2019-11-10 15:32:00,1
2019-11-10 15:39:00,1
2019-11-10 15:42:00,1
2019-11-10 15:47:00,1
2019-11-10 15:51:00,1
2019-11-10 15:57:00,1
2019-11-10 16:01:00,1
2019-11-10 16:05:00,1
2019-11-10 16:07:00,1
2019-11-10 16:09:00,1
