46,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-11-10 00:25:00,9
2019-11-10 00:46:00,1
2019-11-10 01:45:00,1
2019-11-10 02:45:00,1
2019-11-10 02:57:00,1
2019-11-10 03:00:00,1
2019-11-10 03:45:00,1
2019-11-10 04:45:00,1
2019-11-10 05:22:00,1
2019-11-10 05:45:00,1
2019-11-10 06:45:00,1
2019-11-10 07:45:00,1
2019-11-10 08:45:00,1
2019-11-10 09:46:00,1
2019-11-10 10:45:00,1
2019-11-10 11:22:00,1
2019-11-10 11:45:00,1
2019-11-10 11:57:00,1
2019-11-10 12:00:00,1
2019-11-10 12:01:00,1
2019-11-10 12:45:00,1
2019-11-10 12:55:00,1
2019-11-10 13:17:00,1
2019-11-10 13:46:00,1
2019-11-10 13:59:00,9
2019-11-10 14:46:00,1
2019-11-10 15:46:00,1
2019-11-10 16:45:00,1
2019-11-10 17:45:00,1
2019-11-10 18:45:00,1
