13249,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-11-10 14:01:00,1
2019-11-10 15:45:00,1
2019-11-10 15:47:00,2
2019-11-10 15:51:00,1
2019-11-10 15:59:00,1
2019-11-10 16:03:00,3
2019-11-10 16:04:00,1
2019-11-10 16:07:00,1
2019-11-10 16:09:00,2
2019-11-10 16:16:00,2
2019-11-10 16:17:00,1
2019-11-10 16:20:00,11
2019-11-10 16:21:00,3
2019-11-10 16:34:00,1
2019-11-10 16:36:00,172
2019-11-10 16:37:00,111
2019-11-10 16:43:00,235
2019-11-10 16:44:00,412
2019-11-10 16:45:00,410
2019-11-10 16:46:00,375
2019-11-10 16:47:00,375
2019-11-10 16:48:00,373
2019-11-10 16:49:00,383
2019-11-10 16:50:00,375
2019-11-10 16:51:00,388
2019-11-10 16:52:00,384
2019-11-10 16:53:00,382
2019-11-10 16:54:00,400
2019-11-10 16:55:00,254
2019-11-10 17:23:00,248
2019-11-10 17:24:00,271
2019-11-10 17:25:00,385
2019-11-10 17:26:00,395
2019-11-10 17:27:00,277
2019-11-10 18:08:00,1
2019-11-10 18:14:00,319
2019-11-10 18:15:00,498
2019-11-10 18:16:00,465
2019-11-10 18:17:00,463
2019-11-10 18:18:00,443
2019-11-10 18:19:00,445
2019-11-10 18:20:00,462
2019-11-10 18:21:00,480
2019-11-10 18:22:00,475
2019-11-10 18:23:00,465
2019-11-10 18:24:00,362
2019-11-10 18:25:00,228
2019-11-10 18:26:00,304
2019-11-10 18:27:00,338
2019-11-10 18:28:00,353
2019-11-10 18:29:00,512
