233,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-11-10 12:19:00,2
2019-11-10 12:23:00,2
2019-11-10 12:27:00,2
2019-11-10 12:31:00,2
2019-11-10 14:16:00,2
2019-11-10 14:17:00,6
2019-11-10 14:18:00,4
2019-11-10 14:19:00,2
2019-11-10 14:20:00,8
2019-11-10 14:21:00,2
2019-11-10 14:22:00,4
2019-11-10 14:23:00,4
2019-11-10 14:25:00,2
2019-11-10 14:26:00,4
2019-11-10 14:30:00,2
2019-11-10 15:20:00,2
2019-11-10 15:21:00,6
2019-11-10 15:22:00,6
2019-11-10 15:23:00,10
2019-11-10 15:24:00,8
2019-11-10 15:25:00,16
2019-11-10 15:26:00,4
2019-11-10 15:27:00,18
2019-11-10 15:28:00,6
2019-11-10 15:29:00,14
2019-11-10 15:31:00,6
2019-11-10 15:32:00,4
2019-11-10 15:33:00,2
2019-11-10 15:34:00,2
2019-11-10 15:35:00,6
2019-11-10 15:36:00,5
2019-11-10 15:37:00,4
2019-11-10 15:38:00,8
2019-11-10 15:39:00,5
2019-11-10 15:40:00,11
2019-11-10 15:41:00,8
2019-11-10 15:42:00,3
2019-11-10 15:43:00,7
2019-11-10 15:44:00,1
2019-11-10 15:45:00,4
2019-11-10 15:46:00,1
2019-11-10 15:47:00,2
2019-11-10 17:02:00,2
2019-11-10 17:03:00,2
2019-11-10 17:04:00,2
2019-11-10 17:05:00,2
2019-11-10 17:06:00,2
2019-11-10 17:07:00,2
2019-11-10 17:08:00,2
2019-11-10 17:10:00,2
