68,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-02-17 01:37:00,1
2019-02-17 04:26:00,1
2019-02-17 04:44:00,1
2019-02-17 05:17:00,1
2019-02-17 06:09:00,1
2019-02-17 08:03:00,1
2019-02-17 08:13:00,1
2019-02-17 08:28:00,1
2019-02-17 08:29:00,1
2019-02-17 08:41:00,1
2019-02-17 08:54:00,1
2019-02-17 08:57:00,1
2019-02-17 09:10:00,1
2019-02-17 09:37:00,1
2019-02-17 09:46:00,1
2019-02-17 09:51:00,1
2019-02-17 09:55:00,1
2019-02-17 10:06:00,1
2019-02-17 10:19:00,1
2019-02-17 10:24:00,1
2019-02-17 10:28:00,1
2019-02-17 10:35:00,1
2019-02-17 10:38:00,1
2019-02-17 10:46:00,1
2019-02-17 10:54:00,1
2019-02-17 11:10:00,1
2019-02-17 11:20:00,1
2019-02-17 11:34:00,1
2019-02-17 12:33:00,1
2019-02-17 12:45:00,1
2019-02-17 12:55:00,1
2019-02-17 13:02:00,1
2019-02-17 13:06:00,1
2019-02-17 13:15:00,1
2019-02-17 13:35:00,1
2019-02-17 14:15:00,1
2019-02-17 14:26:00,1
2019-02-17 14:27:00,1
2019-02-17 14:44:00,1
2019-02-17 15:12:00,1
2019-02-17 15:14:00,2
2019-02-17 15:23:00,1
2019-02-17 15:36:00,1
2019-02-17 16:17:00,2
2019-02-17 16:30:00,1
2019-02-17 16:32:00,1
2019-02-17 16:35:00,1
2019-02-17 16:42:00,2
2019-02-17 17:26:00,3
2019-02-17 17:33:00,1
2019-02-17 17:48:00,1
2019-02-17 18:07:00,1
2019-02-17 18:12:00,1
2019-02-17 18:26:00,1
2019-02-17 18:55:00,1
2019-02-17 19:02:00,1
2019-02-17 19:17:00,1
2019-02-17 19:23:00,1
2019-02-17 21:17:00,1
2019-02-17 22:21:00,1
2019-02-17 22:51:00,1
2019-02-17 22:57:00,1
2019-02-17 23:38:00,1
