46,select * from galSpecLine where specObjId=#
2019-02-17 00:07:00,1
2019-02-17 05:12:00,1
2019-02-17 05:32:00,1
2019-02-17 06:29:00,1
2019-02-17 07:07:00,1
2019-02-17 09:58:00,1
2019-02-17 10:53:00,1
2019-02-17 11:27:00,1
2019-02-17 13:17:00,1
2019-02-17 13:46:00,1
2019-02-17 16:15:00,5
2019-02-17 16:16:00,1
2019-02-17 17:32:00,6
2019-02-17 17:34:00,1
2019-02-17 17:36:00,1
2019-02-17 20:15:00,2
2019-02-17 20:16:00,2
2019-02-17 20:21:00,1
2019-02-17 21:22:00,7
2019-02-17 21:27:00,1
2019-02-17 22:09:00,1
2019-02-17 22:31:00,1
2019-02-17 22:48:00,1
2019-02-17 23:15:00,6
