56,select * from sppParams where specObjId=#
2019-02-17 00:00:00,1
2019-02-17 01:43:00,1
2019-02-17 01:46:00,1
2019-02-17 01:52:00,1
2019-02-17 02:47:00,1
2019-02-17 02:50:00,1
2019-02-17 04:20:00,1
2019-02-17 04:56:00,1
2019-02-17 05:12:00,1
2019-02-17 06:18:00,1
2019-02-17 06:21:00,1
2019-02-17 06:55:00,1
2019-02-17 07:32:00,1
2019-02-17 08:37:00,1
2019-02-17 09:02:00,1
2019-02-17 09:38:00,1
2019-02-17 09:45:00,1
2019-02-17 10:52:00,1
2019-02-17 12:20:00,1
2019-02-17 12:22:00,1
2019-02-17 14:01:00,1
2019-02-17 16:00:00,1
2019-02-17 17:08:00,2
2019-02-17 17:32:00,16
2019-02-17 17:47:00,2
2019-02-17 18:30:00,1
2019-02-17 19:54:00,1
2019-02-17 20:30:00,1
2019-02-17 20:36:00,1
2019-02-17 21:18:00,1
2019-02-17 21:22:00,1
2019-02-17 23:15:00,6
2019-02-17 23:26:00,1
2019-02-17 23:51:00,1
